"id_partyfacts","cntry","round","year","country","label","prtvt_count","prtcl_count","prtmb_count","iso3","first","last","label_names","ess_party","ess_party_md5","name_short","name_is_english","name_english","name"
-1,"PT",5,2010,"Portugal","Partido Humanista (PH)",2,1,0,"PRT",2002,2012,,"pt partido humanista (ph)","428a2afc50790cad1286d67f24ead077","PH",FALSE,,"Partido Humanista (PH)"
-1,"RU",5,2010,"Russian Federation","Right Cause (PD)",-1,1,0,"RUS",2006,2012,,"ru right cause (pd)","b6fa065d3183725c009bc67ca1a25ee8","PD",TRUE,"Right Cause (PD)",
-1,"RU",3,2006,"Russian Federation","Youth party of Revival",0,0,0,"RUS",2006,2012,,"ru youth party of revival","c8f7023a52d094661a200f425e7c6efa",,TRUE,"Youth party of Revival",
-1,"GB",2,2004,"United Kingdom","Northern Ireland Unionist Party (nir)",0,0,0,"GBR",2002,2012,,"gb northern ireland unionist party (nir)","915ff0fb07621ca1abfab102a35baa3d",,TRUE,"Northern Ireland Unionist Party (nir)",
-1,"FI",6,2012,"Finland","Change 2011",0,0,,"FIN",2002,2012,,"fi change 2011","544c50f188dff3f5d26eb74637969d8b",,TRUE,"Change 2011",
-1,"CH",6,2012,"Switzerland","Swiss Nationalist Party",0,1,,"CHE",2002,2012,,"ch swiss nationalist party","f8638483950b66e906b7fc048f9f0e37",,TRUE,"Swiss Nationalist Party",
-1,"PL",2,2004,"Poland","Polska Partia Socjalistyczna",0,0,0,"POL",2002,2012,,"pl polska partia socjalistyczna","a9585ca6a9872b77b09e4adcd7b3c3b4",,FALSE,,"Polska Partia Socjalistyczna"
-1,"BG",6,2012,"Bulgaria","Narodna partia „Svoboda i dostoynstvo“",-1,1,,"BGR",2010,2012,,"bg narodna partia „svoboda i dostoynstvo“","2a0afa7477f507d44398cddda10de48c",,FALSE,,"Narodna partia „Svoboda i dostoynstvo“"
-1,"FI",1,2002,"Finland","Natural law party",0,2,0,"FIN",2002,2012,,"fi natural law party","5277255bf4827c65e24c02a7a464058d",,TRUE,"Natural law party",
-1,"PL",2,2004,"Poland","Nowa Lewica",-1,0,0,"POL",2002,2012,,"pl nowa lewica","72340c4bb1c8bfdf96313c4a8e36bc90",,FALSE,,"Nowa Lewica"
-1,"FR",4,2008,"France","MRC (Mouvement Rčpublicain et Citoyen)",-1,1,0,"FRA",2002,2012,,"fr mrc (mouvement rčpublicain et citoyen)","9d549b81be076577a9cdbbf79b9f2b6e","MRC",FALSE,,"MRC (Mouvement Rčpublicain et Citoyen)"
-1,"RU",3,2006,"Russian Federation","Free Russia",0,1,0,"RUS",2006,2012,,"ru free russia","2db29b1144c7d0f11559975df44b1437",,TRUE,"Free Russia",
-1,"RU",3,2006,"Russian Federation","Green party",0,1,0,"RUS",2006,2012,,"ru green party","e92194cf0a0f3713a997f814900063e9",,TRUE,"Green party",
-1,"LT",5,2010,"Lithuania","Lithuanian Centre Party (LCP)",6,3,0,"LTU",2008,2012,,"lt lithuanian centre party (lcp)","4bbe2f7f618d7bfd3f696c9b95f2f69a","LCP",TRUE,"Lithuanian Centre Party (LCP)",
-1,"LT",6,2012,"Lithuania","National Party Way of Lithuania (TPLK)",-1,0,,"LTU",2008,2012,,"lt national party way of lithuania (tplk)","3aaf5fb11c9c7e10175a35c422630d40","TPLK",TRUE,"National Party Way of Lithuania (TPLK)",
-1,"FI",5,2010,"Finland","For the Poor",0,0,0,"FIN",2002,2012,,"fi for the poor","6a14654cbb15a8ed5f2561a45060968b",,TRUE,"For the Poor",
-1,"FI",6,2012,"Finland","Pirate Party",2,2,,"FIN",2002,2012,,"fi pirate party","9d3645e53e00b61d0799a3becb6f109f",,TRUE,"Pirate Party",
-1,"EE",6,2012,"Estonia","Eestimaa Ühendatud Vasakpartei",0,0,,"EST",2004,2012,,"ee eestimaa ühendatud vasakpartei","433b4d06b827f1d2dc7287851c9cdf11",,FALSE,,"Eestimaa Ühendatud Vasakpartei"
-1,"PL",2,2004,"Poland","Polska Wspolnota Narodowa",1,0,0,"POL",2002,2012,,"pl polska wspolnota narodowa","8f225c1caa22967a2e957525f64ddfb1",,FALSE,,"Polska Wspolnota Narodowa"
-1,"BE",1,2002,"Belgium","PNPB",0,13,7,"BEL",2002,2006,,"be pnpb","99184774a26c24e52d27d4ba659c5c17","PNPB",FALSE,,"PNPB"
-1,"IS",6,2012,"Iceland","Hreyfingunni",-1,1,,"ISL",2012,2012,,"is hreyfingunni","c4d4c7d8dccb7d3db0b0a500f5c1ab98",,FALSE,,"Hreyfingunni"
-1,"UA",4,2008,"Ukraine","Block 'Our Ukraine - People's self-defense'",210,37,4,"UKR",2004,2012,,"ua block 'our ukraine - people's self-defense'","6691df1404710817a9794f585cef549d",,TRUE,"Block 'Our Ukraine - People's self-defense'",
-1,"NL",6,2012,"Netherlands","Pirate Party",5,0,,"NLD",2012,2012,,"nl pirate party","45d9443e9a338ab902f3f3c873034aae",,TRUE,"Pirate Party",
-1,"CH",6,2012,"Switzerland","Pirate Party Switzerland",1,5,,"CHE",2002,2012,,"ch pirate party switzerland","420a6f704ab45948df9f7a27f3ad3370",,TRUE,"Pirate Party Switzerland",
-1,"IL",1,2002,"Israel","Hadereh hashlishit",2,1,0,"ISR",2002,2012,,"il hadereh hashlishit","a1487afa3e330718a47167c85155c479",,FALSE,,"Hadereh hashlishit"
-1,"PL",1,2002,"Poland","Konfederacja",-1,0,0,"POL",2002,2012,,"pl konfederacja","bfeb571aad66f81cd5aafe2314e7d18d",,FALSE,,"Konfederacja"
-1,"FI",4,2008,"Finland","The Communist Workers' Party of Finland",1,2,0,"FIN",2002,2012,,"fi the communist workers' party of finland","8c4dee4b4d1efa65dc4d6d0b8cf3ca3a",,TRUE,"The Communist Workers' Party of Finland",
-1,"XK",6,2012,"Kosovo","Srpska Liberalna Stranka (SLS)",42,15,,"XKX",2012,2012,,"xk srpska liberalna stranka (sls)","ba714ce54c749972cb42bd79a72efe40","SLS",FALSE,,"Srpska Liberalna Stranka (SLS)"
-1,"GB",3,2006,"United Kingdom","Northern Ireland Unionist Party",0,0,0,"GBR",2002,2012,,"gb northern ireland unionist party","5bf9b9e7e71b985dfd292ed121fb719d",,TRUE,"Northern Ireland Unionist Party",
-1,"HU",4,2008,"Hungary","MCF Roma Összefogás Párt",0,0,0,"HUN",2006,2012,,"hu mcf roma összefogás párt","81fac8b99762c8a59c3cc8cacfa3735f","MCF",FALSE,,"MCF Roma Összefogás Párt"
-1,"HU",5,2010,"Hungary","MCF Roma Osszefogas Part",0,0,0,"HUN",2006,2012,,"hu mcf roma osszefogas part","6a5238f3e24f60c6976c30b226f3e524","MCF",TRUE,"MCF Roma Osszefogas Part",
-1,"IL",4,2008,"Israel","Hetz",0,0,0,"ISR",2002,2012,,"il hetz","25d99efddcd1a8de846fc2c743c237ec",,FALSE,,"Hetz"
-1,"CZ",1,2002,"Czech Republic","Nadeje (Hope)",3,0,0,"CZE",2002,2004,,"cz nadeje (hope)","268ce6b32db4be91212ec308a39227ec",,TRUE,"Nadeje (Hope)",
-1,"RU",3,2006,"Russian Federation","People-republican party of Russia",0,1,0,"RUS",2006,2012,,"ru people-republican party of russia","e4a8c09aa76757e37e6c7fbed2747ee0",,TRUE,"People-republican party of Russia",
-1,"FI",5,2010,"Finland","Workers Party",1,1,0,"FIN",2002,2012,,"fi workers party","05b57c12194d5e39fc7ed551420ccfb5",,TRUE,"Workers Party",
-1,"FI",6,2012,"Finland","Freedom Party",1,0,,"FIN",2002,2012,,"fi freedom party","0459a67e2b180eb2e9585067f7b0e9b1",,TRUE,"Freedom Party",
-1,"UA",2,2004,"Ukraine","All-Ukrainian Party 'New Power'",1,1,0,"UKR",2004,2012,,"ua all-ukrainian party 'new power'","5d37ca3303c9dfb64a3cb47f87b5c82b",,TRUE,"All-Ukrainian Party 'New Power'",
-1,"UA",5,2010,"Ukraine","Party 'PUNCH' of Vitaly Klychko",-1,7,0,"UKR",2004,2012,,"ua party 'punch' of vitaly klychko","4e9fd1f70e558d8025152c281cc18944","PUNCH",TRUE,"Party 'PUNCH' of Vitaly Klychko",
-1,"UA",2,2004,"Ukraine","Peasant Party of Ukraine",3,1,0,"UKR",2004,2012,,"ua peasant party of ukraine","3ff569d9e6901b0f1cf2d3863c21777e",,TRUE,"Peasant Party of Ukraine",
-1,"UA",3,2006,"Ukraine","Bloc of Yulia Tymoshenko",289,221,13,"UKR",2004,2012,,"ua bloc of yulia tymoshenko","a493ee669448d3d5c5c46b150ec8794c",,FALSE,,"Bloc of Yulia Tymoshenko"
-1,"XK",6,2012,"Kosovo","Partia e Drejtësisë (PD)",5,4,,"XKX",2012,2012,,"xk partia e drejtësisë (pd)","fe60a4a7969647edab6ba45dc1da7f45","PD",FALSE,,"Partia e Drejtësisë (PD)"
-1,"IT",1,2002,"Italy","Lista Di Pietro",5,-1,-1,"ITA",2002,2012,,"it lista di pietro","d749d8985d7f55819f10cfe8c954921f",,FALSE,,"Lista Di Pietro"
-1,"CZ",1,2002,"Czech Republic","SZJ P.for Life Securities",3,3,0,"CZE",2002,2004,,"cz szj p.for life securities","c0d1f757fdf32ddfc18e09478060a809","SZJ",TRUE,"SZJ P.for Life Securities",
-1,"HU",6,2012,"Hungary","CM (Civil Mozgalom)",3,0,,"HUN",2006,2012,,"hu cm (civil mozgalom)","22773b2f6bff7f9091bae4f31e6edff0","CM",TRUE,"CM (Civil Mozgalom)",
-1,"IS",6,2012,"Iceland","Skilađi auđu/ógildu",19,-1,,"ISL",2012,2012,,"is skilađi auđu/ógildu","52b75a652535243f73dc2a5d1b987c5d",,FALSE,,"Skilađi auđu/ógildu"
-1,"LT",6,2012,"Lithuania","Lithuanian Social Democratic Union (LSDS)",-1,39,,"LTU",2008,2012,,"lt lithuanian social democratic union (lsds)","b2e742bc238b7a994b910c145e261bfc","LSDS",TRUE,"Lithuanian Social Democratic Union (LSDS)",
-1,"BE",2,2004,"Belgium","RESIST",0,0,0,"BEL",2002,2006,,"be resist","acd2fd93f3008158a7b14b3fb2f9024d","RESIST",TRUE,"RESIST",
-1,"PL",5,2010,"Poland","Polish Labour Party",1,-1,-1,"POL",2002,2012,,"pl polish labour party","16c63ab507b924770f966739109ae46d",,TRUE,"Polish Labour Party",
-1,"PT",1,2002,"Portugal","PNR - Partido Nacional Renovador",0,0,0,"PRT",2002,2012,,"pt pnr - partido nacional renovador","08f0552f7b760ce01547d35d15fa1acb","PNR",FALSE,,"PNR - Partido Nacional Renovador"
-1,"HU",3,2006,"Hungary","NyUP (Nyugdíjasok Pártja)",-1,0,0,"HUN",2006,2012,,"hu nyup (nyugdíjasok pártja)","a63b52656e447e0af1234c892a890809","UP",FALSE,,"NyUP (Nyugdíjasok Pártja)"
-1,"UA",3,2006,"Ukraine","Party 'Veche'",12,8,1,"UKR",2004,2012,,"ua party 'veche'","2d35a79a83b10d71187117ff158fcc43",,TRUE,"Party 'Veche'",
-1,"UA",2,2004,"Ukraine","Ukrainian Sea Party",1,1,0,"UKR",2004,2012,,"ua ukrainian sea party","e1da0ae1768bc01562be078065210a16",,TRUE,"Ukrainian Sea Party",
-1,"UA",3,2006,"Ukraine","Civil bloc PORA-PRP",8,10,1,"UKR",2004,2012,,"ua civil bloc pora-prp","b46b5eebda93a654f2615078058f9a28","PORA",TRUE,"Civil bloc PORA-PRP",
-1,"IL",6,2012,"Israel","Yesh Atid",-1,70,,"ISR",2002,2012,,"il yesh atid","77604992bdd354475b784aaf2c764cc4",,FALSE,,"Yesh Atid"
-1,"IL",1,2002,"Israel","Tzomet",2,2,0,"ISR",2002,2012,,"il tzomet","155051be6bec413dd6080ebb0137d0ae",,FALSE,,"Tzomet"
-1,"IL",6,2012,"Israel","Hatnua",-1,13,,"ISR",2002,2012,,"il hatnua","da1c9c057542f78242d5ae8ca14f216d",,FALSE,,"Hatnua"
-1,"RU",3,2006,"Russian Federation","Real Patriots of Russia",0,1,0,"RUS",2006,2012,,"ru real patriots of russia","db8f993daa85c94620bd71c1ed648a10",,TRUE,"Real Patriots of Russia",
-1,"PL",1,2002,"Poland","Ruch Spoleczny",-1,0,0,"POL",2002,2012,,"pl ruch spoleczny","8e444a6394f5b99b59d48ba64adc90c2",,FALSE,,"Ruch Spoleczny"
-1,"UA",5,2010,"Ukraine","Block of Yulia Tymoshenko",417,195,13,"UKR",2004,2012,,"ua block of yulia tymoshenko","ef98c056791e4fa7930b8448a0c22ee5",,TRUE,"Block of Yulia Tymoshenko",
-1,"HU",6,2012,"Hungary","ÖP (Összefogás Párt)",0,0,,"HUN",2006,2012,,"hu öp (összefogás párt)","7e8810b85258dfc66d7d9ee61a4d59ef",,FALSE,,"ÖP (Összefogás Párt)"
-1,"RU",6,2012,"Russian Federation","Civic platform",-1,10,,"RUS",2006,2012,,"ru civic platform","bcee987b474b7ad1679358b037f701e3",,TRUE,"Civic platform",
-1,"XK",6,2012,"Kosovo","Demokratska Stranka Srbije (DSS)",7,8,,"XKX",2012,2012,,"xk demokratska stranka srbije (dss)","3b32575ef408f6dd1cb42081b9d4e718","DSS",FALSE,,"Demokratska Stranka Srbije (DSS)"
-1,"CH",1,2002,"Switzerland","Swiss Democrats",2,0,0,"CHE",2002,2012,,"ch swiss democrats","bc51df35e0adc019ac2161be1d4ede07",,TRUE,"Swiss Democrats",
-1,"HU",3,2006,"Hungary","ÉLOLÁNC",-1,0,0,"HUN",2006,2012,,"hu élolánc","4186813b46db468746ccb392bb5b2d69","LOL",FALSE,,"ÉLOLÁNC"
-1,"IL",1,2002,"Israel","Am ehad",7,8,3,"ISR",2002,2012,,"il am ehad","b35d3dedcd70c57132b348042e50eb25",,FALSE,,"Am ehad"
-1,"UA",2,2004,"Ukraine","Election bloc of Political Parties 'Nataliya Vitrenko Bloc'",49,25,3,"UKR",2004,2012,,"ua election bloc of political parties 'nataliya vitrenko bloc'","be1b982e0760e45c85d77f45d2589f79",,TRUE,"Election bloc of Political Parties 'Nataliya Vitrenko Bloc'",
-1,"PL",3,2006,"Poland","Partia Inicjatywa RP",0,0,0,"POL",2002,2012,,"pl partia inicjatywa rp","232729445dbc1c6154c53135155b786a","RP",FALSE,,"Partia Inicjatywa RP"
-1,"UA",2,2004,"Ukraine","Party 'New Generation of Ukraine'",3,2,0,"UKR",2004,2012,,"ua party 'new generation of ukraine'","9f60154de1252476d8c4136dbf638851",,TRUE,"Party 'New Generation of Ukraine'",
-1,"PL",2,2004,"Poland","Centrum",-1,0,0,"POL",2002,2012,,"pl centrum","053c100381137e8b2972a9f512d039b0",,FALSE,,"Centrum"
-1,"UA",3,2006,"Ukraine","Ukrainian Peoples' bloc of Kostenko and Plyusch",15,12,2,"UKR",2004,2012,,"ua ukrainian peoples' bloc of kostenko and plyusch","ec8679557fa170cbd0308692af9c62c3",,TRUE,"Ukrainian Peoples' bloc of Kostenko and Plyusch",
-1,"IL",1,2002,"Israel","Haravi Hahadash",1,0,0,"ISR",2002,2012,,"il haravi hahadash","159779e819411890b1011381c55b5495",,FALSE,,"Haravi Hahadash"
-1,"IL",1,2002,"Israel","Pnina Rozenblum",5,1,0,"ISR",2002,2012,,"il pnina rozenblum","ad416389a99c18f8411f8acf34234120",,FALSE,,"Pnina Rozenblum"
-1,"IS",6,2012,"Iceland","Bjartri framtíđ",-1,7,,"ISL",2012,2012,,"is bjartri framtíđ","cbfb861483b39e9c335f283602701621",,FALSE,,"Bjartri framtíđ"
-1,"RU",6,2012,"Russian Federation","Republican party of Russian-Party of people's freedom (Parnas)",-1,2,,"RUS",2006,2012,,"ru republican party of russian-party of people's freedom (parnas)","a9e0c9303201e2400d2bc39c57f28b92",,TRUE,"Republican party of Russian-Party of people's freedom (Parnas)",
-1,"IS",6,2012,"Iceland","Samstöđu",-1,1,,"ISL",2012,2012,,"is samstöđu","2a446315130cc230fad3f0f10b77c725",,FALSE,,"Samstöđu"
-1,"RU",3,2006,"Russian Federation","Edinenie",1,1,0,"RUS",2006,2012,,"ru edinenie","cb3d31d881de55e3a2888b516a56efd1",,FALSE,,"Edinenie"
-1,"IT",2,2004,"Italy","Pannella-Bonino",-2,-2,-2,"ITA",2002,2012,,"it pannella-bonino","78f3a78caa643a226c93531936262af6",,FALSE,,"Pannella-Bonino"
-1,"EE",4,2008,"Estonia","Estonian Independence Party",2,1,0,"EST",2004,2012,,"ee estonian independence party","7be3c9db8fd3b26fb147c765a0ed0e78",,TRUE,"Estonian Independence Party",
-1,"LT",6,2012,"Lithuania","Emigrants' Party (EP)",0,0,,"LTU",2008,2012,,"lt emigrants' party (ep)","1227d7c7cc0366c9e345eae9171040d9","EP",TRUE,"Emigrants' Party (EP)",
-1,"LT",6,2012,"Lithuania","Republican Party (RP)",1,1,,"LTU",2008,2012,,"lt republican party (rp)","93c04982b9905999005e63440069f8ac","RP",TRUE,"Republican Party (RP)",
-1,"RU",4,2008,"Russian Federation","Party of Revival of Russia – Russian Party of Life",1,0,0,"RUS",2006,2012,,"ru party of revival of russia – russian party of life","8c589aaaa9a96679817fc53776cd406f",,TRUE,"Party of Revival of Russia – Russian Party of Life",
-1,"HU",3,2006,"Hungary","MVPP (MAGYAR VIDÉK ÉS POLGÁRI PÁRT)",-1,0,0,"HUN",2006,2012,,"hu mvpp (magyar vidék és polgári párt)","683b339f32e4ca7db893bed0b4b9f2ae","MVPP",FALSE,,"MVPP (MAGYAR VIDÉK ÉS POLGÁRI PÁRT)"
-1,"IL",4,2008,"Israel","Ale Yarok",7,7,0,"ISR",2002,2012,,"il ale yarok","d1d2a43203eabe278505f99dbf7a3a19",,FALSE,,"Ale Yarok"
-1,"IL",6,2012,"Israel","Am Shalem",-1,2,,"ISR",2002,2012,,"il am shalem","9df0a74abe89bd003af802679cf1fbcf",,FALSE,,"Am Shalem"
-1,"PT",6,2012,"Portugal","Partido Democrático do Atlântico (PDA)",1,0,,"PRT",2002,2012,,"pt partido democrático do atlântico (pda)","384b123f84ebf8f95bcad59ff75a1848","PDA",FALSE,,"Partido Democrático do Atlântico (PDA)"
-1,"UA",2,2004,"Ukraine","'Woman for the Future' All-Ukrainian Political Union",15,3,1,"UKR",2004,2012,,"ua 'woman for the future' all-ukrainian political union","9f984ffde163543ae81c6bf1ee6f962e",,TRUE,"'Woman for the Future' All-Ukrainian Political Union",
-1,"EE",2,2004,"Estonia","Independence Party",0,1,0,"EST",2004,2012,,"ee independence party","204a76d72d92b89047e59b20dd3fb1e0",,TRUE,"Independence Party",
-1,"RU",3,2006,"Russian Federation","Nash Vybor - Our choice",0,1,1,"RUS",2006,2012,,"ru nash vybor - our choice","11c3f833ec901de14e9b10e5e3bd56a9",,TRUE,"Nash Vybor - Our choice",
-1,"BG",6,2012,"Bulgaria","Sayuz na patriotichnite sili „Zashtita”",-1,0,,"BGR",2010,2012,,"bg sayuz na patriotichnite sili „zashtita”","f23045159e16591411974a5a81f974c6",,FALSE,,"Sayuz na patriotichnite sili „Zashtita”"
-1,"FR",5,2010,"France","NPA (Nouveau Parti Anti-capitaliste)",-1,18,0,"FRA",2002,2012,,"fr npa (nouveau parti anti-capitaliste)","cf41759d13a9f9a68c7ff61c59fc471b","NPA",TRUE,"NPA (Nouveau Parti Anti-capitaliste)",
-1,"BG",6,2012,"Bulgaria","Grazhdansko obedinenie za realna demokratsia (S.Binev)",-1,1,,"BGR",2010,2012,,"bg grazhdansko obedinenie za realna demokratsia (s.binev)","668cd472e2fd47094794a94514bde08b",,FALSE,,"Grazhdansko obedinenie za realna demokratsia (S.Binev)"
-1,"FI",5,2010,"Finland","Senior Citizens' Party",3,1,0,"FIN",2002,2012,,"fi senior citizens' party","43c31803291ba0b124639699f8824bf4",,TRUE,"Senior Citizens' Party",
-1,"FI",6,2012,"Finland","The Communist Workers' Party",0,3,,"FIN",2002,2012,,"fi the communist workers' party","dbf4acaa17dfb0c5d61693526eb111cb",,TRUE,"The Communist Workers' Party",
-1,"GB",3,2006,"United Kingdom","United Unionist Assembly Party ",0,0,0,"GBR",2002,2012,,"gb united unionist assembly party ","aa7b7cb675b7e9dd449f35c1b191d28a",,TRUE,"United Unionist Assembly Party ",
-1,"LT",6,2012,"Lithuania","National Association 'For Lithuania in Lithuania' (ULL)",2,-1,,"LTU",2008,2012,,"lt national association 'for lithuania in lithuania' (ull)","4eee5462b56ab895abdddb4e825f1544","ULL",TRUE,"National Association 'For Lithuania in Lithuania' (ULL)",
-1,"PL",3,2006,"Poland","Polska Partia Narodowa",0,0,0,"POL",2002,2012,,"pl polska partia narodowa","500af76050ac583b041aa27dcb8cfbd9",,FALSE,,"Polska Partia Narodowa"
-1,"FR",6,2012,"France","PR (Parti Radical Valoisien)",4,1,,"FRA",2002,2012,,"fr pr (parti radical valoisien)","6c5d34a04c0584b08c1625b40464991c","PR",TRUE,"PR (Parti Radical Valoisien)",
-1,"PL",1,2002,"Poland","Alternatywa Partia Pracy",-1,0,0,"POL",2002,2012,,"pl alternatywa partia pracy","3d0998c88fdf8407ed78a4885bebc44f",,FALSE,,"Alternatywa Partia Pracy"
-1,"HU",4,2008,"Hungary","Magyar Vidék és Polgári Párt",1,1,0,"HUN",2006,2012,,"hu magyar vidék és polgári párt","e8ae9764a179ae359fbe523f1bed72e4",,FALSE,,"Magyar Vidék és Polgári Párt"
-1,"HU",5,2010,"Hungary","Magyar Videk es Polgari Part",2,1,0,"HUN",2006,2012,,"hu magyar videk es polgari part","e5c77f8f1faddbfc6ca33b201b2a4bdd",,TRUE,"Magyar Videk es Polgari Part",
-1,"UA",2,2004,"Ukraine","Election bloc of Political Parties 'People's Movement of Ukr",16,4,1,"UKR",2004,2012,,"ua election bloc of political parties 'people's movement of ukr","68a2cd3df8c1d761f6541fdcedc04b81",,TRUE,"Election bloc of Political Parties 'People's Movement of Ukr",
-1,"BG",5,2010,"Bulgaria","Grajdansko dvijenie ABV",-1,2,0,"BGR",2010,2012,,"bg grajdansko dvijenie abv","7d91cecb73951ebd8e1196058e941cc0","ABV",FALSE,,"Grajdansko dvijenie ABV"
-1,"UA",2,2004,"Ukraine","Election bloc of Political Parties 'Victor Yushchenko Bloc '",529,527,3,"UKR",2004,2012,,"ua election bloc of political parties 'victor yushchenko bloc '","6f899998c5fb00d5ff16583917e41e4a",,TRUE,"Election bloc of Political Parties 'Victor Yushchenko Bloc '",
-1,"LT",6,2012,"Lithuania","Union of Fighters for Lithuania (KLS)",-1,0,,"LTU",2008,2012,,"lt union of fighters for lithuania (kls)","bb14fb52d910ae57fc185db791dbcd06","KLS",TRUE,"Union of Fighters for Lithuania (KLS)",
-1,"AL",6,2012,"Albania","Partia Socialdemokrate e Shqipërisë (PSD)",2,0,,"ALB",2012,2012,,"al partia socialdemokrate e shqipërisë (psd)","8db83a6635dc05e0de9d93a2e381c6fd","PSD",FALSE,,"Partia Socialdemokrate e Shqipërisë (PSD)"
-1,"RU",5,2010,"Russian Federation","98. Other: Patriots of Russia (PR)",-1,1,-1,"RUS",2006,2012,,"ru 98. other: patriots of russia (pr)","2a67ce4de9872da34010129a77fb60e7","PR",TRUE,"98. Other: Patriots of Russia (PR)",
-1,"EE",4,2008,"Estonia","Estonian National Party",-1,-1,1,"EST",2004,2012,,"ee estonian national party","210e2debaacaadb4559aadd974c06a2e",,TRUE,"Estonian National Party",
-1,"XK",6,2012,"Kosovo","Partia Demokratike e Kosovës (PDK)",200,104,,"XKX",2012,2012,,"xk partia demokratike e kosovës (pdk)","90ba6eaab433276623a4952f03d8aadd","PDK",FALSE,,"Partia Demokratike e Kosovës (PDK)"
-1,"PL",3,2006,"Poland","Polska Partia Pracy",0,0,0,"POL",2002,2012,,"pl polska partia pracy","041e9cbbe7087ec95ef5497fe3217e83",,FALSE,,"Polska Partia Pracy"
-1,"PT",1,2002,"Portugal","MPT - Movimento Partido da Terra",3,0,0,"PRT",2002,2012,,"pt mpt - movimento partido da terra","5d9a80a488cf06d84cf647d81011e670","MPT",FALSE,,"MPT - Movimento Partido da Terra"
-1,"HU",3,2006,"Hungary","MKP (MAGYARORSZÁGI KISEBBSÉGEK PÁRTJA)",-1,0,0,"HUN",2006,2012,,"hu mkp (magyarországi kisebbségek pártja)","a0ae10fd70ba0e8c3e3955ad09a2f7f0","MKP",FALSE,,"MKP (MAGYARORSZÁGI KISEBBSÉGEK PÁRTJA)"
-1,"PL",1,2002,"Poland","Polska Unia Gospodarcza",0,0,0,"POL",2002,2012,,"pl polska unia gospodarcza","59eaefa9000c5a2a115133487a4d7c02",,FALSE,,"Polska Unia Gospodarcza"
-1,"TR",4,2008,"Turkey","Isci Partisi (IP)",4,4,1,"TUR",2008,2008,,"tr isci partisi (ip)","215fc9e516d797fec2d1e86cc0b9e02d","IP",FALSE,,"Isci Partisi (IP)"
-1,"EE",2,2004,"Estonia","Estonian United People's Party",3,2,2,"EST",2004,2012,,"ee estonian united people's party","941da0a5dd2ae7be530374dd5a3c72c0",,TRUE,"Estonian United People's Party",
-1,"PT",5,2010,"Portugal","Partido Nacional Renovador (PNR)",4,2,0,"PRT",2002,2012,,"pt partido nacional renovador (pnr)","3b00c07941368ca0043fff033184c8f2","PNR",FALSE,,"Partido Nacional Renovador (PNR)"
-1,"AL",6,2012,"Albania","Partia Drejtësi, Integrim dhe Unitet (PDIU)",8,12,,"ALB",2012,2012,,"al partia drejtësi, integrim dhe unitet (pdiu)","9a754915a3d739d45499f3efadce6daa","PDIU",FALSE,,"Partia Drejtësi, Integrim dhe Unitet (PDIU)"
