Country,Party,PartyName,Vote_Share,Election_Date,id,country_short,dummy_nir
CZ,KSCM,Communist Party of Bohemia and Moravia,18.51,2002,CZ-KSCM,CZE,0
CZ,MDS,Moravian Democratic Party,0.27,2002,CZ-MDS,CZE,0
CZ,NKL,National Conservative League (Illegal),0,2002,CZ-NKL,CZE,0
CZ,ODS,Civic Democratic Party,24.47,2002,CZ-ODS,CZE,0
CZ,RMS,Republicans of Miroslav Sladek,0.97,2002,CZ-RMS,CZE,0
CZ,SNK,Association of Independents,2.78,2002,CZ-SNK,CZE,0
CZ,SZ,Green Party,2.36,2002,CZ-SZ,CZE,0
CZ,SZJ,Party for Security in Life,0.86,2002,CZ-SZJ,CZE,0
CZ,US,Freedom Union-Democratic Union,4.14,2002,CZ-US,CZE,0
DE,CDU/CSU,Christian Democratic Union/Christian Social Union,38.51,2002,DE-CDU/CSU,DEU,0
DE,DKP,German Communist Party,0,2002,DE-DKP,DEU,0
DE,DVU,German People’s Union,0,2002,DE-DVU,DEU,0
DE,FDP,Free Democratic Party,7.4,2002,DE-FDP,DEU,0
DE,GRÜ,Green Party,8.6,2002,DE-GRÜ,DEU,0
DE,NPD,National Democratic Party,0.45,2002,DE-NPD,DEU,0
DE,PDS,Party of Democratic Socialism,4.3,2002,DE-PDS,DEU,0
DE,Rep,Republicans,0.1,2002,DE-Rep,DEU,0
DE,Schil,Partei Rechtsstaatlicher Offensive,0.3,2002,DE-Schil,DEU,0
DE,SPD,Social Democratic Party of Germany,38.53,2002,DE-SPD,DEU,0
DK,CD,Centrumdemokraterne,1.8,2001,DK-CD,DNK,0
DK,DF,Dansk Folkeparti,11.98,2001,DK-DF,DNK,0
DK,Enh,Enhedslisten,2.4,2001,DK-Enh,DNK,0
DK,FrP,Fremskridtspartiet,0.6,2001,DK-FrP,DNK,0
DK,KF,Konservative Folkeparti,9.07,2001,DK-KF,DNK,0
DK,KrF,Kristeligt Folkeparti,2.28,2001,DK-KrF,DNK,0
DK,RV,Radikale Venstre,5.2,2001,DK-RV,DNK,0
DK,SD,Socialdemokratiet i Danmark,29.1,2001,DK-SD,DNK,0
DK,SF,Socialistisk Folkeparti,6.37,2001,DK-SF,DNK,0
DK,V,"Venstre, Danmarks liberale parti",31.26,2001,DK-V,DNK,0
EE,EKRP,Eesti Kristlik Rahvapartei,1.1,2003,EE-EKRP,EST,0
EE,ESDTP,Eesti Sotsiaaldemokraatlik Tööpartei,0,2003,EE-ESDTP,EST,0
EE,EÜRP,Eestimaa Ühendatud Rahvapartei,2.2,2003,EE-EÜRP,EST,0
EE,Isam,Erakond Isamaaliit,7.3,2003,EE-Isam,EST,0
EE,Kesk,Eesti Keskerakond,25.4,2003,EE-Kesk,EST,0
EE,Mõõd,Rahvaerakond Mõõdukad,7,2003,EE-Mõõd,EST,0
EE,Ref,Eesti Reformierakond,17.7,2003,EE-Ref,EST,0
EE,ResP,Ühendus Vabariigi Eest - Res Publica,24.6,2003,EE-ResP,EST,0
EE,RL,Eestimaa Rahvaliit,13,2003,EE-RL,EST,0
ES,CiU,Convergència i Unió de Catalunya,3.2,2004,ES-CiU,ESP,0
ES,IU,Izquerda Unida,5,2004,ES-IU,ESP,0
ES,PNV,Partido Nacionalista Vasco,1.6,2004,ES-PNV,ESP,0
ES,PP,Partido Popular,37.6,2004,ES-PP,ESP,0
ES,PSOE,Partido Socialista Obrero Español,42.6,2004,ES-PSOE,ESP,0
FI,KD,Suomen Kristillisdemokraatit,5.3,2003,FI-KD,FIN,0
FI,KESK,Suomen Keskusta,24.7,2003,FI-KESK,FIN,0
FI,KOK,Kansallinen Kokoomus,18.5,2003,FI-KOK,FIN,0
FI,PS,Perussuomalaiset,1.6,2003,FI-PS,FIN,0
FI,SDP,Suomen Sosialidemokraattinen Puolue,22.9,2003,FI-SDP,FIN,0
FI,SFP,Svenska Folkepartiet i Finland,4.6,2003,FI-SFP,FIN,0
FI,VAS,Vasemmistoliitto,9.9,2003,FI-VAS,FIN,0
FI,VIHR,Vihreä Liitto,8,2003,FI-VIHR,FIN,0
FR,FN,Front National,11.3,2002,FR-FN,FRA,0
FR,MPF,Mouvement pour la France,0.8,2002,FR-MPF,FRA,0
FR,PCF,Parti Communiste Francais,4.8,2002,FR-PCF,FRA,0
FR,PS,Parti Socialiste,24.1,2002,FR-PS,FRA,0
FR,RPF,Rassemblement pour la France,0.4,2002,FR-RPF,FRA,0
FR,RPR,Rassemblement pour la Republique,33.7,2002,FR-RPR,FRA,0
FR,UDF,Union pour la Democratie Francaise,4.8,2002,FR-UDF,FRA,0
FR,UEM,,,2002,FR-UEM,FRA,0
FR,V,Les Verts,4.5,2002,FR-V,FRA,0
GR,KKE,Kommunistiko Koma Ellados,5.9,2004,GR-KKE,GRC,0
GR,ND,Nea Dimokratia,45.4,2004,GR-ND,GRC,0
GR,PASOK,Panellinio Sosialistiko Kinima,40.6,2004,GR-PASOK,GRC,0
GR,SYN,Synaspismos,3.3,2004,GR-SYN,GRC,0
HR,DC,Democratic Center,1.34,2003,HR-DC,HRV,0
HR,HB,Croatian Block,2.73,2003,HR-HB,HRV,0
HR,HDZ,Croatian Democratic Community,31.17,2003,HR-HDZ,HRV,0
HR,HNS,Croatian People's Party,7.27,2003,HR-HNS,HRV,0
HR,HSLS,Croatian Social Liberal Party,2.66,2003,HR-HSLS,HRV,0
HR,HSP,Croatian Rights Party,6.4,2003,HR-HSP,HRV,0
HR,HSS,Croatian Peasant Party,7.2,2003,HR-HSS,HRV,0
HR,IDS,Istrian Democratic Union,2.1,2003,HR-IDS,HRV,0
HR,LIBRA,Party of Liberal Democrats (Libra),1.58,2003,HR-LIBRA,HRV,0
HR,LS,Liberal Party,1.05,2003,HR-LS,HRV,0
HR,SDP,Social Democratic Party of Croatia,17.87,2003,HR-SDP,HRV,0
HU,CENTRUM,Center Party,3.9,2002,HU-CENTRUM,HUN,0
HU,FIDESZ,Fidesz – Hungarian Civic Party,35.1063,2002,HU-FIDESZ,HUN,0
HU,FKGP,Independent Smallholders’ Party,0.8,2002,HU-FKGP,HUN,0
HU,MDF,Hungarian Democratic Forum,5.1375,2002,HU-MDF,HUN,0
HU,MIÉP,Hungarian Justice and Life Party,4.4,2002,HU-MIÉP,HUN,0
HU,MSZP,Hungarian Socialist Party,42.1,2002,HU-MSZP,HUN,0
HU,MUNKÁS,Workers’ Party,2.8,2002,HU-MUNKÁS,HUN,0
HU,SZDSZ,Alliance of Free Democrats,5.5,2002,HU-SZDSZ,HUN,0
IE,FF,Fianna F&aacute;il,41.5,2002,IE-FF,IRL,0
IE,FG,Fine Gael,22.5,2002,IE-FG,IRL,0
IE,GR,Greens,3.8,2002,IE-GR,IRL,0
IE,LB,Labour,10.8,2002,IE-LB,IRL,0
IE,PD,Progressive Democrats,4,2002,IE-PD,IRL,0
IE,SF,Sinn F&eacute;in,6.5,2002,IE-SF,IRL,0
IL,AE,Am Ekhad (One Nation),2.8,2003,IL-AE,ISR,0
IL,Bala,Al Tahammmy al-Tatani al-Dimiqrati,2.3,2003,IL-Bala,ISR,0
IL,Hada,Hazit Democratit le-Shalom ve-Shivayon,3,2003,IL-Hada,ISR,0
IL,IHUD,IHUD LEUMI (National Unity),5.5,2003,IL-IHUD,ISR,0
IL,Lab,Labor,14.5,2003,IL-Lab,ISR,0
IL,Lik,Likud,29.4,2003,IL-Lik,ISR,0
IL,Merz,Meretz,5.2,2003,IL-Merz,ISR,0
IL,NRP,National Religious Party,4.2,2003,IL-NRP,ISR,0
IL,Raam,United Arab List,2.1,2003,IL-Raam,ISR,0
IL,Shas,Shas,8.2,2003,IL-Shas,ISR,0
IL,Shin,Shinui,12.3,2003,IL-Shin,ISR,0
IL,YhT,Yahadut HaTorah,4.5,2003,IL-YhT,ISR,0
IS,X-B,Framsóknarflokkurinn,17.7,2003,IS-X-B,ISL,0
IS,X-D,Sjálfstæðisflokkurinn,33.7,2003,IS-X-D,ISL,0
IS,X-F,Frjáslyndi Flokkurin,7.4,2003,IS-X-F,ISL,0
IS,X-N,Nytt afl,1,2003,IS-X-N,ISL,0
IS,X-S,Samfylkingin (alliance),31,2003,IS-X-S,ISL,0
IS,X-U,Vinstrihreyfing - Grænt framboð,8.8,2003,IS-X-U,ISL,0
IT,AN,Alleanza Nazionale,12,2001,IT-AN,ITA,0
IT,DS,Democratici di Sinistra,16.6,2001,IT-DS,ITA,0
IT,FI,Forza Italia,29.4,2001,IT-FI,ITA,0
IT,Green,Federazione dei Verdi,1.1,2001,IT-Green,ITA,0
IT,It.Val.,Lista di Pietro Italia dei Valori,3.9,2001,IT-It.Val.,ITA,0
IT,LN,Lega Nord,3.9,2001,IT-LN,ITA,0
IT,Marg,La Margherita,14.5,2001,IT-Marg,ITA,0
IT,MSFT,Movimento Sociale Fiamma Tricolore,0.4,2001,IT-MSFT,ITA,0
IT,Pann,Lista Pannella Bonino,2.3,2001,IT-Pann,ITA,0
IT,PDCI,Partito dei Comunisti Italiani,1.7,2001,IT-PDCI,ITA,0
IT,RC,Rifondazione Comunista,5,2001,IT-RC,ITA,0
IT,SDI,Socialisti Democratici Italiani,1.1,2001,IT-SDI,ITA,0
IT,UDC,Unione di Centro,3.2,2001,IT-UDC,ITA,0
JP,DP,Democratic Party,37.4,2003,JP-DP,JPN,0
JP,JCP,Japan Communist Party,7.7,2003,JP-JCP,JPN,0
JP,Kom.,Komeito,14.8,2003,JP-Kom.,JPN,0
JP,LDP,Liberal Democratic Party,34.9,2003,JP-LDP,JPN,0
JP,NCP,New Conservative Party,0,2003,JP-NCP,JPN,0
JP,SDP,Social Democratic Party,5.2,2003,JP-SDP,JPN,0
LT,LDP,Liberal Democratic Party,17.25,2000,LT-LDP,LTU,0
LT,LiCS,Union of Liberals and Center,2.9,2000,LT-LiCS,LTU,0
LT,LKD,Lithuanian Christian Democrats,3.1,2000,LT-LKD,LTU,0
LT,LKDS,Union of Lithuanian Christian Democrats,3.1,2000,LT-LKDS,LTU,0
LT,LSDP,Lithuanian Social Democratic Party,31.08,2000,LT-LSDP,LTU,0
LT,NS/SL,New Union- Social Liberals,19.6,2000,LT-NS/SL,LTU,0
LT,TS,"Homeland Union (Conservatives, Christian Democrats, Freedom Fighters)",8.6,2000,LT-TS,LTU,0
LT,VNDPS,Union of Peasant and New Democracy Parties,7.46,2000,LT-VNDPS,LTU,0
LU,ADR,Action Comity for Democracy and Pensions Justice,9.9,2004,LU-ADR,LUX,0
LU,CSV,Christian Social People's Party,36.1,2004,LU-CSV,LUX,0
LU,DL,The Left,1.9,2004,LU-DL,LUX,0
LU,DP,Democratic Party,16.1,2004,LU-DP,LUX,0
LU,G,The Green,11.6,2004,LU-G,LUX,0
LU,LSAP,Luxembourg Socialist Workers' Party,23.4,2004,LU-LSAP,LUX,0
LV,JL,New Era,23.98,2002,LV-JL,LVA,0
LV,LPP,Latvia's First Party,9.57,2002,LV-LPP,LVA,0
LV,PCTVL,For Human Rights in a United Latvia,9.95,2002,LV-PCTVL,LVA,0
LV,TB/LNNK,Alliance Fatherland and Freedom-LNNK,5.39,2002,LV-TB/LNNK,LVA,0
LV,TP,People's Party,16.69,2002,LV-TP,LVA,0
LV,TSP,People's Harmony Party,9.95,2002,LV-TSP,LVA,0
LV,ZZS,Green and Farmers Union,9.47,2002,LV-ZZS,LVA,0
MD,ASLMN,Social Liberal Alliance 'Our Moldova',8.3,2001,MD-ASLMN,MDA,0
MD,PCRM,Party of the Communists of the Republic of Moldova,64.4,2001,MD-PCRM,MDA,0
MD,PDAM,Democratic Agrarian Party of Moldova,1.9,2001,MD-PDAM,MDA,0
MD,PDM,Democratic Party of Moldova,5.9,2001,MD-PDM,MDA,0
MD,PPCD,Christian-Democratic People's Party,9.7,2001,MD-PPCD,MDA,0
MD,PSD-P,Social Democratic Party-Social Liberal Party,5.6,2001,MD-PSD-P,MDA,0
MD,PSDM,Social-Democratic Party of Moldova,0,2001,MD-PSDM,MDA,0
MD,UCM,Centrist Union of Moldova,0,2001,MD-UCM,MDA,0
MK,DA,Democratic Alternative,1.4,2002,MK-DA,MKD,0
MK,DPA,Democratic Party of the Albanians,5.2,2002,MK-DPA,MKD,0
MK,DS,Democratic Union,1.2,2002,MK-DS,MKD,0
MK,DUI,Democratic Union for Integrations,11.9,2002,MK-DUI,MKD,0
MK,LDP,Liberal Democratic Party,8.92,2002,MK-LDP,MKD,0
MK,LP,Liberal Party,3.59,2002,MK-LP,MKD,0
MK,PDP,Party for Democratic Prosperity,2.3,2002,MK-PDP,MKD,0
MK,SDSM,Social Democratic Union of Macedonia,31.57,2002,MK-SDSM,MKD,0
MK,SPM,Socialist Party of Macedonia,2.1,2002,MK-SPM,MKD,0
MK,VMRO-DPMNE,Democratic Party for Macedonian National Unity,20.81,2002,MK-VMRO-DPMNE,MKD,0
MT,AD,Democratic Alternative,0.7,2003,MT-AD,MLT,0
MT,MLP,Malta Labour Party,47.5,2003,MT-MLP,MLT,0
MT,NP,Nationalist Party,51.8,2003,MT-NP,MLT,0
NI,APNI,Alliance Party of Northern Ireland,3.7,2003,NI-APNI,GBR,1
NI,DUP,Democratic Unionist Party,25.7,2003,NI-DUP,GBR,1
NI,NIWC,Northern Ireland Women's Coalition,0.8,2003,NI-NIWC,GBR,1
NI,PUP,Progressive Unionist Party,1.2,2003,NI-PUP,GBR,1
NI,SDLP,Social Democratic and Labour Party,17,2003,NI-SDLP,GBR,1
NI,SF,Sinn Fein,23.5,2003,NI-SF,GBR,1
NI,UUP,Ulster Unionist Party,22.7,2003,NI-UUP,GBR,1
NL,CDA,Christen Democratisch Appe`l,28.6,2003,NL-CDA,NLD,0
NL,CU,ChristenUnie,2.1,2003,NL-CU,NLD,0
NL,D66,Democraten 66,4.1,2003,NL-D66,NLD,0
NL,GL,Groen Links,5.1,2003,NL-GL,NLD,0
NL,LPF,Lijst Pim Fortuyn,5.7,2003,NL-LPF,NLD,0
NL,PvdA,Partij van de Arbeid,27.3,2003,NL-PvdA,NLD,0
NL,SGP,Staatkundig Gereformeerde Partij,1.6,2003,NL-SGP,NLD,0
NL,SP,Socialistische Partij,6.3,2003,NL-SP,NLD,0
NL,VVD,Volkspartij voor Vrijheid en Democratie,17.9,2003,NL-VVD,NLD,0
NO,DNA,Det Norske Arbeiderparti,24.3,2001,NO-DNA,NOR,0
NO,FrP,Fremskrittspartiet,14.7,2001,NO-FrP,NOR,0
NO,H,Høyre,21.2,2001,NO-H,NOR,0
NO,KrF,Kristelig Folkeparti,12.5,2001,NO-KrF,NOR,0
NO,RV,Rød Valgallianse,1.2,2001,NO-RV,NOR,0
NO,Sp,Senterpartiet,5.6,2001,NO-Sp,NOR,0
NO,SV,Sosialistisk Venstreparti,12.4,2001,NO-SV,NOR,0
NO,V,Venstre,3.9,2001,NO-V,NOR,0
NZ,ACT,ACT New Zealand,7.1,2002,NZ-ACT,NZL,0
NZ,Allc,Alliance,1.3,2002,NZ-Allc,NZL,0
NZ,GPA,Green Party of Aotearoa,7,2002,NZ-GPA,NZL,0
NZ,NP,New Zealand National Party,20.9,2002,NZ-NP,NZL,0
NZ,NZFP,New Zealand First Party,10.4,2002,NZ-NZFP,NZL,0
NZ,NZLP,New Zealand Labour Party,41.3,2002,NZ-NZLP,NZL,0
NZ,PC,Jim Anderton's Progressive Coalition,1.7,2002,NZ-PC,NZL,0
NZ,UF,United Future New Zealand,6.8,2002,NZ-UF,NZL,0
PL,AWS,Solidarity Election Action,5.6,2001,PL-AWS,POL,0
PL,LPR,League of Polish Families,7.87,2001,PL-LPR,POL,0
PL,PiS,Law and Justice,9.5,2001,PL-PiS,POL,0
PL,PO,Citizens' Platform,12.68,2001,PL-PO,POL,0
PL,PSL,Polish Peasant Party,8.98,2001,PL-PSL,POL,0
PL,S,Self Defence of the Polish Republic,10.2,2001,PL-S,POL,0
PL,SLD,Alliance of Democratic Left,37.96,2001,PL-SLD,POL,0
PL,UP,Labour Union,3.04,2001,PL-UP,POL,0
PL,UPR,Union for Real Politics,0,2001,PL-UPR,POL,0
PL,UW,Freedom Union,3.1,2001,PL-UW,POL,0
PT,BE,Left Block,2.8,2002,PT-BE,PRT,0
PT,CDS/PP,People's Party,8.8,2002,PT-CDS/PP,PRT,0
PT,PCP,Portuguese Communist Party,5.83,2002,PT-PCP,PRT,0
PT,PEV,Ecology Party- Greens,1.17,2002,PT-PEV,PRT,0
PT,PS,Socialist Party,37.9,2002,PT-PS,PRT,0
PT,PSD,Social Democratic Party,40.1,2002,PT-PSD,PRT,0
RO,PD,Democrat Party,7.03,2000,RO-PD,ROU,0
RO,PNL,National Liberal Party,6.89,2000,RO-PNL,ROU,0
RO,PNTCD,Christian Democratuc National Peasants's Party,5,2000,RO-PNTCD,ROU,0
RO,PRM,Great Romania Party,19.48,2000,RO-PRM,ROU,0
RO,PSD,Social Democratic Party,35.18,2000,RO-PSD,ROU,0
RO,PUR,Humanist Party of Romania,1.42,2000,RO-PUR,ROU,0
RO,UDMR,Romániai Magyar Demokrata Szövetseg,6.8,2000,RO-UDMR,ROU,0
RU,ER,United Russia,37.6,2004,RU-ER,RUS,0
RU,KPRF,Communist Party of the Russian Federation,12.6,2004,RU-KPRF,RUS,0
RU,LDPR,Liberal Democratic Party of Russia,11.5,2004,RU-LDPR,RUS,0
RU,RODINA,People's Patriotic Block 'Motherland',9,2004,RU-RODINA,RUS,0
RU,SPS,Union of Right Forces,4,2004,RU-SPS,RUS,0
RU,YABLOKO,Yabloko,4.3,2004,RU-YABLOKO,RUS,0
SE,C,Centerpartiet,6.1,2002,SE-C,SWE,0
SE,FP,Folkpartiet Liberalerna,13.3,2002,SE-FP,SWE,0
SE,KD,Kristdemokraterna,9.1,2002,SE-KD,SWE,0
SE,M,Moderata Samlingspartiet,15.2,2002,SE-M,SWE,0
SE,MP,Miljöpartiet de Gröna,4.6,2002,SE-MP,SWE,0
SE,SAP,Socialdemokratiska Arbetarepartiet,39.8,2002,SE-SAP,SWE,0
SE,V,Vänsterpartiet,8.3,2002,SE-V,SWE,0
SI,DeSUS,DemokratiÄna Stranka Upokojencev Slovenije,5.2,2000,SI-DeSUS,SVN,0
SI,LDS,Liberalna Demokracija Slovenije,36.3,2000,SI-LDS,SVN,0
SI,NSi,Nova Slovenija-KrÅ¡Äanska Ljudska Stranka,8.6,2000,SI-NSi,SVN,0
SI,SDS,Socialdemokratska Stranka Slovenije,15.8,2000,SI-SDS,SVN,0
SI,SLS,Slovenska Ljudska Stranka,9.6,2000,SI-SLS,SVN,0
SI,SMS,Stranka Mladih Slovenije,4.3,2000,SI-SMS,SVN,0
SI,SNS,Slovenska Nacionalna Stranka,4.4,2000,SI-SNS,SVN,0
SI,ZLSD,ZdruÅ¾ena Lista Socialnih Demokratov,12.1,2000,SI-ZLSD,SVN,0
SK,ANO,New Civic Alliance,8.01,2002,SK-ANO,SVK,0
SK,HZDS,Movement for a Democratic Slovakia,19.5,2002,SK-HZDS,SVK,0
SK,KDH,Christian Democratic Movement,8.25,2002,SK-KDH,SVK,0
SK,KSS,Slovak Communist Party,6.33,2002,SK-KSS,SVK,0
SK,LU,People's Union,0,2002,SK-LU,SVK,0
SK,OKS,Civic Conservative Party,0.33,2002,SK-OKS,SVK,0
SK,RPS,,0,2002,SK-RPS,SVK,0
SK,SDA,Social-Democratic Alternative,1.8,2002,SK-SDA,SVK,0
SK,SDL',Party of Democratic Left,1.36,2002,SK-SDL',SVK,0
SK,SKDU,Slovak Democratic and Christian Union,15.09,2002,SK-SKDU,SVK,0
SK,Smer,Party Direction - Third Way,13.46,2002,SK-Smer,SVK,0
SK,SMK,Party of the Hungarian Coalition,11.17,2002,SK-SMK,SVK,0
SK,SNS,Slovak National Party,3.33,2002,SK-SNS,SVK,0
SR,DS,Democratic Opposition of Serbia,10.72,2003,SR-DS,SRB,0
SR,DSS,Democratic Party of Serbia,18,2003,SR-DSS,SRB,0
SR,SPO,Serbian Renewal Movement,7.7,2003,SR-SPO,SRB,0
SR,SPS,Serb Socialist Party,7.7,2003,SR-SPS,SRB,0
SR,SRS,Serb Radical Party,27.7,2003,SR-SRS,SRB,0
TR,AKP,Adalet ve Kalkinma Partisi,34.3,2002,TR-AKP,TUR,0
TR,ANAP,Anavatan Partisi,5.1,2002,TR-ANAP,TUR,0
TR,CHP,Cumhuriyet Halk Partisi,19.4,2002,TR-CHP,TUR,0
TR,DEHAP,Demokratik Halk Partisi,6.2,2002,TR-DEHAP,TUR,0
TR,DSP,Demokratik Sol Partisi,1.2,2002,TR-DSP,TUR,0
TR,DYP,Dogru Yol Partisi,9.6,2002,TR-DYP,TUR,0
TR,GP,Genç Parti,7.2,2002,TR-GP,TUR,0
TR,MHP,Milliyetçi Hareket Partisi,8.3,2002,TR-MHP,TUR,0
UA,JT,Juliya Tymoshenko Election Blok,7.2,2002,UA-JT,UKR,0
UA,KPU,Communist Party of Ukraine,20,2002,UA-KPU,UKR,0
