first_ess_id,first_ess_name,year_first,year_last,ess_ids,ess_info,partyfacts_id,country,name_short,name,name_english,technical
AT-3-7-v,KPÖ,2006,2020,AT-3-7-v AT-7-6-v AT-8-6-v AT-9-6-v AT-10-6-v,"R3 --- prtvtaat --- KPÖ
R7 --- prtvtbat --- KPÖ
R8 --- prtvtbat --- KPÖ
R9 --- prtvtcat --- KPÖ
R10 --- prtvtcat --- KPÖ",996,AUT,KPO,Kommunistische Partei Österreichs,Communist Party of Austria,
AT-7-7-v,NEOS,2014,2020,AT-7-7-v AT-8-7-v AT-9-7-v AT-10-7-v,"R7 --- prtvtbat --- NEOS
R8 --- prtvtbat --- NEOS
R9 --- prtvtcat --- NEOS
R10 --- prtvtcat --- NEOS",1970,AUT,NEOS,NEOS — Das Neue Österreich,NEOS — The New Austria,
AT-7-8-v,Piratenpartei Österreich,2014,2016,AT-7-8-v AT-8-8-v,"R7 --- prtvtbat --- Piratenpartei Österreich
R8 --- prtvtbat --- Piratenpartei Österreich",2591,AUT,1-perc,1 percent,1 percent,11
AT-7-9-v,Team Frank Stronach,2014,2016,AT-7-9-v AT-8-9-v,"R7 --- prtvtbat --- Team Frank Stronach
R8 --- prtvtbat --- Team Frank Stronach",1971,AUT,TS,Team Stronach,Team Stronach,
AT-9-4-v,PILZ,2018,2020,AT-9-4-v AT-10-4-v,"R9 --- prtvtcat --- PILZ
R10 --- prtvtcat --- PILZ",6137,AUT,PILZ,Liste Peter Pilz,Peter Pilz List,
AT-9-8-v,GILT,2018,2020,AT-9-8-v AT-10-8-v,"R9 --- prtvtcat --- GILT
R10 --- prtvtcat --- GILT",6138,AUT,GILT,Liste Roland Düringer — Meine Stimme GILT,My Vote Counts!,
BE-1-1-v,Agalev,2002,2020,BE-1-1-v BE-2-1-v BE-3-1-v BE-4-1-v BE-5-1-v BE-6-1-v BE-7-1-v BE-8-1-v BE-9-1-v BE-10-1-v,"R1 --- prtvtbe --- Agalev
R2 --- prtvtabe --- Agalev/Groen!
R3 --- prtvtabe --- Agalev/Groen!
R4 --- prtvtbbe --- Groen!
R5 --- prtvtcbe --- Groen!
R6 --- prtvtcbe --- Groen!
R7 --- prtvtcbe --- Groen!
R8 --- prtvtcbe --- Groen!
R9 --- prtvtdbe --- Groen!
R10 --- prtvtebe --- Groen!",528,BEL,AGL — Gr,Agalev — Groen,Agalev — Green,
BE-1-2-v,CVP,2002,2002,BE-1-2-v,R1 --- prtvtbe --- CVP,622,BEL,CVP,Christelijke Volkspartij,Flemish Christian Peoples Party,
BE-1-3-v,SP,2002,2020,BE-1-3-v BE-5-5-v BE-6-5-v BE-7-5-v BE-8-5-v BE-9-5-v BE-10-4-v,"R1 --- prtvtbe --- SP
R5 --- prtvtcbe --- SP.A
R6 --- prtvtcbe --- SP.A
R7 --- prtvtcbe --- SP.A
R8 --- prtvtcbe --- SP.A
R9 --- prtvtdbe --- SP.A
R10 --- prtvtebe --- Sp.a (Vooruit)",1680,BEL,SPA — V,Socialistische Partij Anders — Vooruit,Socialist Party Differently — Forward,
BE-1-5-v,VLD,2002,2020,BE-1-5-v BE-2-8-v BE-3-8-v BE-5-8-v BE-6-8-v BE-7-8-v BE-8-8-v BE-9-8-v BE-10-7-v,"R1 --- prtvtbe --- VLD
R2 --- prtvtabe --- VLD
R3 --- prtvtabe --- VLD
R5 --- prtvtcbe --- Open VLD
R6 --- prtvtcbe --- Open VLD
R7 --- prtvtcbe --- Open VLD
R8 --- prtvtcbe --- Open VLD
R9 --- prtvtdbe --- Open VLD
R10 --- prtvtebe --- Open VLD",49,BEL,PVV — OVLD,Partij voor Vrijheid en Vooruitgang — Open Vlaamse Liberalen en Democraten,Party of Liberty and Progress — Open Flemish Liberals and Democrats,
BE-1-6-v,VU-ID,2002,2002,BE-1-6-v,R1 --- prtvtbe --- VU-ID,1424,BEL,VU,Volksunie [Vlaamse Concentratie],People's Union [Flemish Concentration],
BE-1-7-v,PVDA-AE,2002,2020,BE-1-7-v BE-5-6-v BE-6-6-v BE-7-6-v BE-8-6-v BE-9-6-v BE-10-5-v,"R1 --- prtvtbe --- PVDA-AE
R5 --- prtvtcbe --- PVDA+
R6 --- prtvtcbe --- PVDA+
R7 --- prtvtcbe --- PVDA+
R8 --- prtvtcbe --- PVDA+
R9 --- prtvtdbe --- PVDA+
R10 --- prtvtebe --- PVDA",1753,BEL,PVDA — PTB,Partij van de Arbeid van België — Parti du Travail de Belgique,Workers' Party of Belgium,
BE-1-8-v,Vlaams Blok,2002,2006,BE-1-8-v BE-2-7-v BE-3-7-v,"R1 --- prtvtbe --- Vlaams Blok
R2 --- prtvtabe --- Vlaams Blok
R3 --- prtvtabe --- Vlaams Blok",553,BEL,VB,Vlaams Blok / Belang,Flemish Block / Interest,
BE-1-9-v,VIVANT,2002,2006,BE-1-9-v BE-2-6-v BE-3-6-v,"R1 --- prtvtbe --- VIVANT
R2 --- prtvtabe --- Vivant
R3 --- prtvtabe --- Vivant",76,BEL,V,Vivant,Alive,
BE-1-11-v,ECOLO,2002,2020,BE-1-11-v BE-2-10-v BE-3-10-v BE-4-10-v BE-5-10-v BE-6-10-v BE-7-10-v BE-8-10-v BE-9-10-v BE-10-9-v,"R1 --- prtvtbe --- ECOLO
R2 --- prtvtabe --- Ecolo
R3 --- prtvtabe --- Ecolo
R4 --- prtvtbbe --- Ecolo
R5 --- prtvtcbe --- Ecolo
R6 --- prtvtcbe --- Ecolo
R7 --- prtvtcbe --- Ecolo
R8 --- prtvtcbe --- Ecolo
R9 --- prtvtdbe --- Ecolo
R10 --- prtvtebe --- Ecolo",1563,BEL,Ecolo,Écologistes Confédérés pour l'organisation de luttes originales,Confederated ecologists for the organisation of original struggles,
BE-1-12-v,PSC,2002,2020,BE-1-12-v BE-2-9-v BE-3-9-v BE-4-9-v BE-5-9-v BE-6-9-v BE-7-9-v BE-8-9-v BE-9-9-v BE-10-8-v,"R1 --- prtvtbe --- PSC
R2 --- prtvtabe --- CDH
R3 --- prtvtabe --- CDH
R4 --- prtvtbbe --- CDH
R5 --- prtvtcbe --- CDH
R6 --- prtvtcbe --- CDH
R7 --- prtvtcbe --- CDH
R8 --- prtvtcbe --- CDH
R9 --- prtvtdbe --- CDH
R10 --- prtvtebe --- cdH (Les Engagés)",633,BEL,PSC — CDH,Parti Social Chrétien — Centre démocrate humaniste,Francophone Christian Social Party — Humanist Democratic Centre,
BE-1-13-v,PRL-FDF,2002,2002,BE-1-13-v,R1 --- prtvtbe --- PRL-FDF,8259,BEL,PRL - FDF,Parti Réformateur Libéral - Front Démocratique des Francophones,Liberal Reformation Party - Francophone Democratic Front,
BE-1-14-v,PS,2002,2020,BE-1-14-v BE-2-13-v BE-3-13-v BE-4-13-v BE-5-13-v BE-6-13-v BE-7-13-v BE-8-13-v BE-9-13-v BE-10-11-v,"R1 --- prtvtbe --- PS
R2 --- prtvtabe --- PS
R3 --- prtvtabe --- PS
R4 --- prtvtbbe --- PS
R5 --- prtvtcbe --- PS
R6 --- prtvtcbe --- PS
R7 --- prtvtcbe --- PS
R8 --- prtvtcbe --- PS
R9 --- prtvtdbe --- PS
R10 --- prtvtebe --- PS",500,BEL,PS,Parti Socialiste,Socialist Party [Francophone],
BE-1-15-v,FRONT NATIONAL,2002,2018,BE-1-15-v BE-2-11-v BE-3-11-v BE-4-11-v BE-5-11-v BE-6-11-v BE-7-11-v BE-8-11-v BE-9-11-v,"R1 --- prtvtbe --- FRONT NATIONAL
R2 --- prtvtabe --- Front National
R3 --- prtvtabe --- Front National
R4 --- prtvtbbe --- Front National
R5 --- prtvtcbe --- Front National
R6 --- prtvtcbe --- Front National
R7 --- prtvtcbe --- Front National
R8 --- prtvtcbe --- Front National
R9 --- prtvtdbe --- Front National",191,BEL,FN,Front National,National Front,
BE-1-16-v,PTB-UA,2002,2020,BE-1-16-v BE-5-14-v BE-6-14-v BE-7-14-v BE-8-14-v BE-9-14-v BE-10-12-v,"R1 --- prtvtbe --- PTB-UA
R5 --- prtvtcbe --- PTB
R6 --- prtvtcbe --- PTB
R7 --- prtvtcbe --- PTB
R8 --- prtvtcbe --- PTB
R9 --- prtvtdbe --- PTB
R10 --- prtvtebe --- PTB",1753,BEL,PVDA — PTB,Partij van de Arbeid van België — Parti du Travail de Belgique,Workers' Party of Belgium,
BE-1-17-v,Other,2002,2016,BE-1-17-v BE-2-14-v BE-3-14-v BE-4-14-v BE-5-16-v BE-6-16-v BE-7-16-v BE-8-16-v,"R1 --- prtvtbe --- Other
R2 --- prtvtabe --- Other
R3 --- prtvtabe --- Other
R4 --- prtvtbbe --- Other
R5 --- prtvtcbe --- Other
R6 --- prtvtcbe --- Other
R7 --- prtvtcbe --- Other
R8 --- prtvtcbe --- Other",1834,BEL,etc,other,other,7
BE-2-2-v,CD&V,2004,2020,BE-2-2-v BE-3-2-v BE-5-2-v BE-6-2-v BE-7-2-v BE-8-2-v BE-9-2-v BE-10-2-v,"R2 --- prtvtabe --- CD&V
R3 --- prtvtabe --- CD&V
R5 --- prtvtcbe --- CD&V
R6 --- prtvtcbe --- CD&V
R7 --- prtvtcbe --- CD&V
R8 --- prtvtcbe --- CD&V
R9 --- prtvtdbe --- CD&V
R10 --- prtvtebe --- CD&V",604,BEL,CD&V,Christen-Democratisch en Vlaams,Christian Democrats and Flemish,
BE-2-3-v,N-VA,2004,2020,BE-2-3-v BE-3-3-v BE-5-3-v BE-6-3-v BE-7-3-v BE-8-3-v BE-9-3-v BE-10-3-v,"R2 --- prtvtabe --- N-VA
R3 --- prtvtabe --- N-VA
R5 --- prtvtcbe --- N-VA
R6 --- prtvtcbe --- N-VA
R7 --- prtvtcbe --- N-VA
R8 --- prtvtcbe --- N-VA
R9 --- prtvtdbe --- N-VA
R10 --- prtvtebe --- N-VA",36,BEL,N-VA,Nieuw-Vlaamse Alliantie,New Flemish Alliance,
BE-2-5-v,SP.A-Spirit,2004,2008,BE-2-5-v BE-3-5-v BE-4-5-v,"R2 --- prtvtabe --- SP.A-Spirit
R3 --- prtvtabe --- SP.A-Spirit
R4 --- prtvtbbe --- SP.A. + Vlaams - Progressieven (Spirit)",1586,BEL,SPA/Spirit,Socialistische Partij Anders / Sociaal-Liberale Partij / Spirit,Socialist Party Different / Social Liberal Party / Spirit,
BE-2-12-v,MR,2004,2020,BE-2-12-v BE-3-12-v BE-4-12-v BE-5-12-v BE-6-12-v BE-7-12-v BE-8-12-v BE-9-12-v BE-10-10-v,"R2 --- prtvtabe --- MR
R3 --- prtvtabe --- MR
R4 --- prtvtbbe --- MR
R5 --- prtvtcbe --- MR
R6 --- prtvtcbe --- MR
R7 --- prtvtcbe --- MR
R8 --- prtvtcbe --- MR
R9 --- prtvtdbe --- MR
R10 --- prtvtebe --- MR",789,BEL,MR,Mouvement Réformateur,Reformist Movement,
BE-2-15-v,Blank,2004,2020,BE-2-15-v BE-3-15-v BE-4-15-v BE-5-17-v BE-6-17-v BE-7-17-v BE-10-14-v,"R2 --- prtvtabe --- Blank
R3 --- prtvtabe --- Blank
R4 --- prtvtbbe --- Blank
R5 --- prtvtcbe --- Blank
R6 --- prtvtcbe --- Blank
R7 --- prtvtcbe --- Blank
R10 --- prtvtebe --- Blank",3002,BEL,tech,technical,technical,12
BE-2-16-v,Invalid,2004,2020,BE-2-16-v BE-3-16-v BE-4-16-v BE-10-15-v,"R2 --- prtvtabe --- Invalid
R3 --- prtvtabe --- Invalid
R4 --- prtvtbbe --- Invalid
R10 --- prtvtebe --- Invalid",3002,BEL,tech,technical,technical,12
BE-4-2-v,CD&V + N-VA,2008,2008,BE-4-2-v,R4 --- prtvtbbe --- CD&V + N-VA,756,BEL,CD&V/N-VA,Christen-Democratisch & Vlaams / Nieuw-Vlaams Alliantie,Christian-Democrat and Flemish / New Flemish Alliance,
BE-4-4-v,Lijst Dedecker,2008,2018,BE-4-4-v BE-5-4-v BE-6-4-v BE-8-4-v BE-9-4-v,"R4 --- prtvtbbe --- Lijst Dedecker
R5 --- prtvtcbe --- Lijst Dedecker
R6 --- prtvtcbe --- Lijst Dedecker
R8 --- prtvtcbe --- Lijst Dedecker
R9 --- prtvtdbe --- Lijst Dedecker",43,BEL,LD/LDD,"Lijst Dedecker / Libertair, Direct, Democratisch","List Dedecker / Libertarian, Direct, Democratic",
BE-4-7-v,Vlaams Belang,2008,2020,BE-4-7-v BE-5-7-v BE-6-7-v BE-7-7-v BE-8-7-v BE-9-7-v BE-10-6-v,"R4 --- prtvtbbe --- Vlaams Belang
R5 --- prtvtcbe --- Vlaams Belang
R6 --- prtvtcbe --- Vlaams Belang
R7 --- prtvtcbe --- Vlaams Belang
R8 --- prtvtcbe --- Vlaams Belang
R9 --- prtvtdbe --- Vlaams Belang
R10 --- prtvtebe --- Vlaams Belang",1968,BEL,VB,Vlaams Belang,Flemish Interest,
BE-4-8-v,Open VLD + Vivant,2008,2008,BE-4-8-v,R4 --- prtvtbbe --- Open VLD + Vivant,3898,BEL,ally,alliance,alliance,15
BE-5-15-v,Parti Populaire,2010,2018,BE-5-15-v BE-6-15-v BE-7-15-v BE-8-15-v BE-9-15-v,"R5 --- prtvtcbe --- Parti Populaire
R6 --- prtvtcbe --- Parti Populaire
R7 --- prtvtcbe --- Parti Populaire
R8 --- prtvtcbe --- Parti Populaire
R9 --- prtvtdbe --- Parti Populaire",639,BEL,Pp,Parti populaire,People's Party,
BE-5-18-v,Invalid,2010,2014,BE-5-18-v BE-6-18-v BE-7-18-v,"R5 --- prtvtcbe --- Invalid
R6 --- prtvtcbe --- Invalid
R7 --- prtvtcbe --- Invalid",3002,BEL,tech,technical,technical,12
BE-9-16-v,DéFI,2018,2020,BE-9-16-v BE-10-13-v,"R9 --- prtvtdbe --- DéFI
R10 --- prtvtebe --- DéFI",698,BEL,FDF,Front Démocratique des Francophones / DéFI,Democratic Front of Francophones,
BG-3-1-v,Balgarska sotsialisticheska partiya (BSP),2006,2020,BG-3-1-v BG-6-2-v BG-9-2-v BG-10-2-v,"R3 --- prtvtbg --- Balgarska sotsialisticheska partiya (BSP)
R6 --- prtvtcbg --- Balgarska sotsialisticheska partiya (BSP)
R9 --- prtvtdbg --- Balgarska sotsialisticheska partiya (BSP)
R10 --- prtvtebg --- Balgarska sotsialisticheska partiya (BSP)",757,BGR,BSP,Bălgarska Socialističeska Partija,Bulgarian Socialist Party,
BG-3-2-v,Dvizhenie za prava i svobodi (DPS),2006,2020,BG-3-2-v BG-4-2-v BG-5-3-v BG-9-4-v BG-10-3-v,"R3 --- prtvtbg --- Dvizhenie za prava i svobodi (DPS)
R4 --- prtvtabg --- Dvijenie za Prava i Svobodi
R5 --- prtvtbbg --- DPS - Dvijenie za prava i svobodi
R9 --- prtvtdbg --- Dvizhenie za prava i svobodi (DPS)
R10 --- prtvtebg --- Dvizhenie za prava i svobodi (DPS)",982,BGR,DPS,Dvizhenie za prava i svobodi,Movement for Rights and Freedoms,
BG-3-3-v,Coalition of the rose,2006,2008,BG-3-3-v BG-4-3-v,"R3 --- prtvtbg --- Coalition of the rose
R4 --- prtvtabg --- Koalitziia na Rozata",2054,BGR,KR,Koalitsiya na Rozata,Coalition of the Rose,
BG-3-4-v,DSB,2006,2008,BG-3-4-v BG-4-4-v,"R3 --- prtvtbg --- DSB
R4 --- prtvtabg --- Demokrati za Silna Balgariia",1195,BGR,DSB,Demokrati za Silna Balgarija,Democrats for a Strong Bulgaria,
BG-3-5-v,Natzionalno Dvijenie Simeon II (NDSV),2006,2010,BG-3-5-v BG-4-5-v BG-5-7-v,"R3 --- prtvtbg --- Natzionalno Dvijenie Simeon II (NDSV)
R4 --- prtvtabg --- Natzionalno Dvijenie Simeon II (NDSV)
R5 --- prtvtbbg --- Natzionalno Dvijenie Simeon II (NDSV)",374,BGR,NDSV,Nacionalno dviženie (Simeon Vtori) za stabilnost i văzhod,National Movement (Simeon II) for Stability and Progress,
BG-3-6-v,SDS,2006,2012,BG-3-6-v BG-6-8-v,"R3 --- prtvtbg --- SDS
R6 --- prtvtcbg --- KP Sayuz na desnite sili",482,BGR,SDS,Sayuz na Demokratichni Sili,Union of Democratic Forces,
BG-3-7-v,BNS,2006,2008,BG-3-7-v BG-4-7-v,"R3 --- prtvtbg --- BNS
R4 --- prtvtabg --- Koalitziia BNS",263,BGR,BNS,Balgarski Naroden Sajuz,Bulgarian People's Union,
BG-3-8-v,Novoto Vreme,2006,2008,BG-3-8-v BG-4-8-v,"R3 --- prtvtbg --- Novoto Vreme
R4 --- prtvtabg --- Novo Vreme",2022,BGR,HB,Hoboto Bpeme,New Times,
BG-3-9-v,Evroroma,2006,2008,BG-3-9-v BG-4-9-v,"R3 --- prtvtbg --- Evroroma
R4 --- prtvtabg --- Evroroma",2055,BGR,ER,Evroroma,Euroroma,
BG-3-10-v,Koalitziia Ataka,2006,2020,BG-3-10-v BG-4-10-v BG-5-5-v BG-6-3-v BG-10-8-v,"R3 --- prtvtbg --- Koalitziia Ataka
R4 --- prtvtabg --- Koalitziia Ataka
R5 --- prtvtbbg --- PP Ataka
R6 --- prtvtcbg --- PP Ataka
R10 --- prtvtebg --- PP Ataka",1793,BGR,ATA,Natsionalen Sǎyuz Ataka,National Union Attack,
BG-3-11-v,Other,2006,2020,BG-3-11-v BG-4-11-v BG-5-16-v BG-9-12-v BG-10-12-v,"R3 --- prtvtbg --- Other
R4 --- prtvtabg --- Other
R5 --- prtvtbbg --- Druga politicheska sila
R9 --- prtvtdbg --- Other
R10 --- prtvtebg --- Other",1835,BGR,etc,other,other,7
BG-4-1-v,Koalitziia za Balgariia,2008,2018,BG-4-1-v BG-5-2-v BG-9-7-v,"R4 --- prtvtabg --- Koalitziia za Balgariia
R5 --- prtvtbbg --- Koalitsia za Balgaria (BSP; PBS; Zemedelski saiuz) Al. Stamb
R9 --- prtvtdbg --- Koalitsiya Dvizhenie za Bulgariya",1665,BGR,KzB — BSP,Koalicija za Balgarija — BSP za Bŭlgariya,Coalition for Bulgaria — BSP for Bulgaria,
BG-4-6-v,Koalitziia ODS,2008,2008,BG-4-6-v,R4 --- prtvtabg --- Koalitziia ODS,1183,BGR,ODS,Obedineni Demokratichni Sili,United Democratic Forces,
BG-5-1-v,Grazhdani za evropeĭsko razvitie na Bulgariya (GERB),2010,2020,BG-5-1-v BG-6-1-v BG-9-1-v BG-10-1-v,"R5 --- prtvtbbg --- Grazhdani za evropeĭsko razvitie na Bulgariya (GERB)
R6 --- prtvtcbg --- Grazhdani za evropeĭsko razvitie na Bulgariya (GERB)
R9 --- prtvtdbg --- Grazhdani za evropeĭsko razvitie na Bulgariya (GERB)
R10 --- prtvtebg --- Grazhdani za evropeĭsko razvitie na Bulgariya (GERB)",760,BGR,GERB,Grazhdani za evropeysko razvitie na Balgariya,Citizens for European Development of Bulgaria,
BG-5-4-v,Siniata koalitsia (SDS; DSB),2010,2010,BG-5-4-v,R5 --- prtvtbbg --- Siniata koalitsia (SDS; DSB),58,BGR,BC,Sinyata koalitsia,Blue Coalition,
BG-5-6-v,"PP Red, zakonnost i spravedlivost (RZS)",2010,2010,BG-5-6-v,"R5 --- prtvtbbg --- PP Red, zakonnost i spravedlivost (RZS)",272,BGR,RZS,"Red, zakonnost i spravedlivost","Order, Law and Justice",
BG-5-8-v,PP Lider,2010,2010,BG-5-8-v,R5 --- prtvtbbg --- PP Lider,265,BGR,LR,Lider,Lider,
BG-5-11-v,PP Zelenite,2010,2010,BG-5-11-v,R5 --- prtvtbbg --- PP Zelenite,659,BGR,ZP,Zelena Partija,Green Party of Bulgaria,
BG-5-15-v,Balgarski Natsionalen Saiuz – ND,2010,2010,BG-5-15-v,R5 --- prtvtbbg --- Balgarski Natsionalen Saiuz – ND,8260,BGR,BNU — ND,Balgarski Natsionalen Saiuz — ND,Bulgarian National Union — New Democracy,
BG-5-17-v,Nezavisim kandidat,2010,2012,BG-5-17-v BG-6-13-v,"R5 --- prtvtbbg --- Nezavisim kandidat
R6 --- prtvtcbg --- Kandidati, izdignati ot Initsiativni komiteti",2633,BGR,indep,independent,independent,8
BG-6-4-v,"PP Red, zakonnost i spravedlivost (RZS)",2012,2012,BG-6-4-v,"R6 --- prtvtcbg --- PP Red, zakonnost i spravedlivost (RZS)",2635,BGR,1-perc,1 percent,1 percent,11
BG-6-5-v,PP VMRO – Balgarsko natsionalno dvizhenie,2012,2020,BG-6-5-v BG-10-6-v,"R6 --- prtvtcbg --- PP VMRO – Balgarsko natsionalno dvizhenie
R10 --- prtvtebg --- PP VMRO – Balgarsko natsionalno dvizhenie",2056,BGR,IMRO,VMRO — Bulgarsko Natsionalno Dvizhenie,IMRO — Bulgarian National Movement,
BG-6-6-v,PP BZNS,2012,2012,BG-6-6-v,R6 --- prtvtcbg --- PP BZNS,2060,BGR,BZNS,Balgarski Zemedelski Naroden Sayuz,Bulgarian Agrarian National Union,
BG-6-7-v,PP Natsionalen front za dpasenie na Bulgaria,2012,2012,BG-6-7-v,R6 --- prtvtcbg --- PP Natsionalen front za dpasenie na Bulgaria,2057,BGR,NFSB,Natzionalen Front za Spasenie na Bulgaria,National Front for the Salvation of Bulgaria,
BG-6-9-v,PP Natsionalno dvizhenie Edinstvo,2012,2012,BG-6-9-v,R6 --- prtvtcbg --- PP Natsionalno dvizhenie Edinstvo,2635,BGR,1-perc,1 percent,1 percent,11
BG-6-11-v,PP Partia za horata ot naroda,2012,2012,BG-6-11-v,R6 --- prtvtcbg --- PP Partia za horata ot naroda,2635,BGR,1-perc,1 percent,1 percent,11
BG-6-12-v,PP Balgarska demokratichna obshtnost,2012,2012,BG-6-12-v,R6 --- prtvtcbg --- PP Balgarska demokratichna obshtnost,2635,BGR,1-perc,1 percent,1 percent,11
BG-9-3-v,"Obedineni patrioti - NFSB, Ataka i VMRO",2018,2018,BG-9-3-v,"R9 --- prtvtdbg --- Obedineni patrioti - NFSB, Ataka i VMRO",6115,BGR,OP,Obedineni Patrioti,United Patriots,
BG-9-5-v,Volya,2018,2018,BG-9-5-v,R9 --- prtvtdbg --- Volya,5863,BGR,Volya,Volya,Will,
BG-9-6-v,Reformatorski blok - Glas Naroden,2018,2018,BG-9-6-v,R9 --- prtvtdbg --- Reformatorski blok - Glas Naroden,3189,BGR,RB,Reformatorski Blok,Reformist Bloc,
BG-9-8-v,Obedinenie DOST,2018,2018,BG-9-8-v,R9 --- prtvtdbg --- Obedinenie DOST,5860,BGR,DOST,"Demokrati za Otgovornost, Svoboda i Tolerantnost","Democrats for Responsibility, Solidarity and Tolerance",
BG-9-9-v,Nova republika - DSB - Suyuz za Plovdiv - BDO,2018,2018,BG-9-9-v,R9 --- prtvtdbg --- Nova republika - DSB - Suyuz za Plovdiv - BDO,3908,BGR,ally,alliance,alliance,15
BG-9-10-v,Koalitsiya ABV – Dvizhenie 21,2018,2018,BG-9-10-v,R9 --- prtvtdbg --- Koalitsiya ABV – Dvizhenie 21,3908,BGR,ally,alliance,alliance,15
