"country","country_code","party_name","party_name_long","party_name_long_org","party_epgroup","year","share","party_id"
"SE","SWE","L","Liberals","Liberalerna","RE",1973,9.4,"SE-L"
"SE","SWE","M","Moderate Party","Moderata samlingspartiet","EPP",2010,30.099999999999998,"SE-M"
"SE","SWE","MP","Green Party","Miljöpartiet","Greens/EFA",2022,5,"SE-MP"
"SE","SWE","PP","Pirate Party Sweden","Piratpartiet","NA",2022,,"SE-PP"
"SE","SWE","S","Swedish Social Democratic Party","Socialdemokraterna","S&D",1973,43.6,"SE-S"
"SE","SWE","SD","Sweden Democrats","Sverigedemokraterna","ECR",2022,20.599999999999998,"SE-SD"
"SE","SWE","V","Left Party","Vänsterpartiet","GUE/NGL",2018,8,"SE-V"
"SI","SVN","DD","Good Country","Dobra država","New/Unaffiliated",2022,1.7000000000000002,"SI-DD"
"SI","SVN","DeSUS","Democratic Party of Pensioners of Slovenia","Demokratična stranka upokojencev Slovenije","RE",2014,10.2,"SI-DeSUS"
"SI","SVN","GS","Freedom Movement","Gibanje Svoboda","RE",2022,34.25,"SI-GS"
"SI","SVN","ND","Our Country","Naša dežela","New/Unaffiliated",2022,1.5,"SI-ND"
"SI","SVN","NSi","New Slovenia","Nova Slovenija – Krščanski demokrati","EPP",2018,7.16,"SI-NSi"
"SI","SVN","PPS","Pirate Party of Slovenia","Pirate Party of Slovenia","New/Unaffiliated",2022,1.6400000000000001,"SI-PPS"
"SI","SVN","PS","Positive Slovenia","Pozitivna Slovenija","NA",2022,,"SI-PS"
"SI","SVN","PoS","Let's Connect Slovenia","Povežimo Slovenijo","New/Unaffiliated",2022,3.46,"SI-PoS"
"SI","SVN","Res","Resni.ca","Resni.ca","New/Unaffiliated",2022,2.9000000000000004,"SI-Res"
"SI","SVN","SD","Social Democrats","Socialni demokrati","S&D",2011,10.5,"SI-SD"
"SI","SVN","SDS","Slovenian Democratic Party","Slovenska demokratska stranka","EPP",2011,26.200000000000003,"SI-SDS"
"SI","SVN","SNS","Slovenian National Party","Slovenska Nacionalna Stranka","New/Unaffiliated",2022,1.5,"SI-SNS"
"SI","SVN","The Left","The Left","Levica","GUE/NGL",2022,4.19,"SI-TheLeft"
"LV","LVA","K","The Conservatives (prev. New Conservative Party)","Konservatīvie","New/Unaffiliated",2022,3.09,"LV-JKP"
"LV","LVA","KuK","For Each and Every One (previously Law and Order)","Katram un katrai","New/Unaffiliated",2022,3.6700000000000004,"LV-KuK"
"LV","LVA","LKS","Latvian Russian Union","Latvijas Krievu savienība","Greens/EFA",2022,3.63,"LV-LKS"
"LV","LVA","LPV","Latvia First","Latvija pirmajā vietā","New/Unaffiliated",2022,6.239999999999999,"LV-LPV"
"LV","LVA","LRA/AS","Latvian Association of Regions","Latvijas Reģionu apvienība","ECR",2022,11.01,"LV-LRA"
"LV","LVA","NA","National Alliance","Nacionālā apvienība","ECR",2014,16.6,"LV-NatA"
"LV","LVA","AP!","Development/For!","Attīstībai/Par!","RE",2022,4.97,"LV-PAR"
"LV","LVA","PCL","For a Humane Latvia","Par cilvēcīgu Latviju","New/Unaffiliated",2022,0.33,"LV-PCL"
"LV","LVA","PRO","The Progressives","Progresīvie","Greens/EFA",2022,6.16,"LV-PRO"
"LV","LVA","REP","The Republic","Republika","New/Unaffiliated",2022,1.76,"LV-REP"
"LV","LVA","SDPS","Social Democratic Party ""Harmony""","Sociāldemokrātiskā Partija ""Saskaņa""","S&D",2011,28.360000000000003,"LV-SDPS"
"LV","LVA","S!","For Stability!","Stabilitātei!","New/Unaffiliated",2022,6.800000000000001,"LV-St"
"LV","LVA","JV","New Unity","Jaunā Vienotība","EPP",2014,21.9,"LV-V"
"LV","LVA","ZZS","Union of Greens and Farmers","Zaļo un Zemnieku Savienība","New/Unaffiliated",2014,19.7,"LV-ZZS"
"DK","DNK","SD (A)","Social Democrats","Socialdemokratiet","S&D",2022,27.54,"DK-A"
"DK","DNK","A (Å)","The Alternative","Alternativet","GUE/NGL",2022,3.3300000000000005,"DK-Alt"
"DK","DNK","RV (B)","Danish Social Liberal Party","Radikale Venstre","RE",2011,9.5,"DK-B"
"DK","DNK","DKF (C)","Conservative People's Party","Det Konservative Folkeparti","EPP",2019,6.6000000000000005,"DK-C"
"DK","DNK","NB (D)","The New Right","Nye Borgerlige","New/Unaffiliated",2022,3.66,"DK-D"
"DK","DNK","DD (Æ)","Denmark Democrats","Danmarksdemokraterne – Inger Støjberg","New/Unaffiliated",2022,8.08,"DK-DD"
"DK","DNK","SF (F)","Socialist People's Party","Socialistisk Folkeparti","Greens/EFA",2011,9.2,"DK-F"
"DK","DNK","LA (I)","Liberal Alliance","Liberal Alliance","New/Unaffiliated",2022,7.870000000000001,"DK-I"
"DK","DNK","KD (K)","Christian Democrats","Kristendemokraterne","EPP",2022,,"DK-K"
"DK","DNK","M","Moderates","Moderaterne","New/Unaffiliated",2022,9.27,"DK-M"
"DK","DNK","DF (O)","Danish People's Party","Dansk Folkeparti","ID",2015,21.099999999999998,"DK-O"
"DK","DNK","RG (Ø)","Red–Green Alliance","Enhedslisten – De Rød-Grønne","GUE/NGL",2015,7.8,"DK-RG"
"DK","DNK","V","Liberal Party","Venstre, Danmarks Liberale Parti","RE",2011,26.700000000000003,"DK-V"
"SK","SVK","Ali","Alliance","Aliancia–Szövetség","EPP",2020,,"SK-Ali"
"SK","SVK","Dobrá voľba","Good Choice","Dobrá voľba","New/Unaffiliated",2020,3.06,"SK-DV"
"SK","SVK","HLAS-SD","Voice – Social Democracy","HLAS – sociálna demokracia","New/Unaffiliated",2020,,"SK-HLAS"
"SK","SVK","KDH","Christian Democratic Movement","Kresťanskodemokratické hnutie","EPP",2012,8.799999999999999,"SK-KDH"
"SK","SVK","ĽSNS","People's Party – Our Slovakia","Ľudová strana – Naše Slovensko, ĽSNS","NI",2016,8,"SK-Kotleba_LSNS"
"SK","SVK","MF-FS","Hungarian Forum","Magyar fórum - Maďarské forúm","New/Unaffiliated",2020,,"SK-MF"
"SK","SVK","NOVA","NOVA","NOVA","ECR",2020,,"SK-NOVA"
"SK","SVK","OĽaNO","Ordinary People","Obyčajní Ľudia","EPP",2020,25.019999999999996,"SK-OLaNO"
"SK","SVK","PS","Progressive Slovakia","Progresívne Slovensko","RE",2020,,"SK-PS"
"SK","SVK","REP","Republic","Republika","NI",2020,,"SK-REPUBLIC"
"SK","SVK","SNS","Slovak National Party","Slovenská národná strana","New/Unaffiliated",2016,8.6,"SK-SNS"
"SK","SVK","SPOLU","TOGETHER - Civic Democracy","SPOLU - Občianska Demokracia","EPP",2020,,"SK-SPOLUold"
"SK","SVK","SaS","Freedom and Solidarity","Sloboda a Solidarita,","ECR",2016,12.1,"SK-SaS"
"SK","SVK","Sme Rodina","We Are Family","Sme Rodina","ID",2020,8.24,"SK-Sme_Rodina"
"SK","SVK","Smer-SD","Direction – Slovak Social Democracy","Smer – sociálna demokracia","S&D",2012,44.4,"SK-Smer_SD"
"SK","SVK","Vlasť","Homeland","Vlasť","New/Unaffiliated",2020,2.93,"SK-Vlast"
"SK","SVK","ZL","For the people","ZA ĽUDÍ","New/Unaffiliated",2020,5.7700000000000005,"SK-ZL"
"LU","LUX","ADR","Alternative Democratic Reform Party","Alternativ Demokratesch Reformpartei","ECR",2018,4,"LU-ADR"
"LU","LUX","CSV","Christian Social People's Party","Chrëschtlech Sozial Vollekspartei","EPP",2009,26,"LU-CSV"
"LU","LUX","DG","The Greens","Déi Gréng","Greens/EFA",2018,9,"LU-DG"
"LU","LUX","DL","The Left","Déi Lénk","GUE/NGL",2018,2,"LU-DL"
"LU","LUX","DP","Democratic Party","Demokratesch Partei","RE",2013,13,"LU-DP"
"LU","LUX","LSAP","Luxembourg Socialist Workers' Party","Lëtzebuerger Sozialistesch Aarbechterpartei","S&D",2013,13,"LU-LSAP"
"LU","LUX","Pirate","Pirate Party Luxembourg","Piratepartei Lëtzebuerg","Greens/EFA",2018,2,"LU-PPL"
"NO","NOR","Ap","Labour Party","Arbeiderpartiet","NA",2013,30.8,"NO-Ap"
"NO","NOR","FrP","Progress Party","Fremskrittspartiet","NA",2013,16.3,"NO-FrP"
"NO","NOR","H","Conservative Party","Høyre",,2013,26.8,"NO-H"
"NO","NOR","KrF","Christian Democratic Party","Kristelig Folkeparti",,2013,5.6000000000000005,"NO-KrF"
"NO","NOR","MDG","The Green Party","Miljøpartiet De Grønne",,2021,3.8,"NO-MDG"
"NO","NOR","R","Red Party","Rødt","NA",2021,4.7,"NO-R"
"NO","NOR","SV","Socialist Left Party","Sosialistisk Venstreparti","NA",2021,7.5,"NO-SV"
"NO","NOR","Sp","Centre Party","Senterpartiet",,2021,13.600000000000001,"NO-Sp"
"NO","NOR","V","Liberal Party","Venstre",,2013,5.2,"NO-V"
"PL","POL","KO","Civic Coalition","Koalicja Obywatelska (PO, .N and smaller parties)","EPP",2019,27.24,"PL-KO"
"PL","POL","KP","Polish Coalition","Koalicja Polska – PSL, UED, Konserwatyści","EPP",2019,8.58,"PL-KP"
"PL","POL","Konf","Confederation Freedom and Independence","Konfederacja Wolność i Niepodległość","NI",2019,6.79,"PL-Konf"
"PL","POL","Kukiz'15","Kukiz'15","Kukiz'15","NI",2019,,"PL-Kukiz15"
"PL","POL","Lewica","The Left (SLD, Wiosna & Razem)","Lewica (SLD, Wiosna & Razem)","S&D",2019,12.520000000000001,"PL-LewicaSWR"
"PL","POL","P2050","Poland 2050 (Hołownia)","Polska 2050","New/Unaffiliated",2019,,"PL-P2050"
"PL","POL","PiS","Law and Justice/United Right","Prawo i Sprawiedliwość","ECR",2019,43.76,"PL-PiS"
"PL","POL","Agreement","Porozumienie","Agreement","New/Unaffiliated",2019,,"PL-Por"
"IT","ITA","Az+IV","Action & Italy Alive","Azione & Italia Viva","RE",2022,7.75,"IT-AIV"
"IT","ITA","SI+EV","Greens and Left Alliance","Alleanza Verdi e Sinistra","Greens/EFA/GUE/NGL",2022,3.64,"IT-AVS"
"IT","ITA","+E","More Europe (prev. with Azione)","Più Europa","RE",2022,2.83,"IT-E"
"IT","ITA","FI","Forward Italy","Forza Italia","EPP",2022,8.1,"IT-FIPDLFI"
"IT","ITA","FdI","Brothers of Italy","Fratelli d'Italia","ECR",2022,26.119999999999997,"IT-FdI"
"IT","ITA","IC","Civic Commitment","Impegno Civico","New/Unaffiliated",2022,0.6,"IT-IC"
"IT","ITA","IV","Italy Alive","Italia Viva","NA",2022,,"IT-IV"
"IT","ITA","Italexit","Italexit – For Italy with Paragone","Italexit – Per l'Italia con Paragone","New/Unaffiliated",2022,1.91,"IT-Italexit"
"IT","ITA","Lega","League","Lega","ID",2018,17.37,"IT-LN"
"IT","ITA","5Stars","5Star Movement","Movimento 5 Stelle","NI",2022,15.260000000000002,"IT-M5S"
"IT","ITA","NM","Us Moderates","Noi moderati","New/Unaffiliated",2022,,"IT-NM"
"IT","ITA","PD","Democratic Party","Partito Democratico","S&D",2008,33.18,"IT-PD"
"NL","NLD","BBB","Farmer–Citizen Movement","BoerBurgerBeweging","New/Unaffiliated",2021,1,"NL-BBB"
"NL","NLD","BIJ1","BIJ1-Artikel 1","BIJ1-Article 1","New/Unaffiliated",2021,1,"NL-BIJ1"
"NL","NLD","CDA","Christian Democratic Appeal","Christen-Democratisch Appèl","EPP",2017,19,"NL-CDA"
"NL","NLD","CU","Christian Union","ChristenUnie","ECR",2021,5,"NL-CU"
"NL","NLD","D66","Democrats 66","Democraten 66","RE",2021,24,"NL-D66"
"NL","NLD","DENK","Denk","DENK","New/Unaffiliated",2021,3,"NL-Denk"
"NL","NLD","FvD","Forum for Democracy","Forum voor Democratie","ECR",2021,8,"NL-FvD"
"NL","NLD","GL","Green Left","GroenLinks","Greens/EFA",2017,14,"NL-GL"
"NL","NLD","JA21","Answer 21","Juiste Antwoord 21","NI",2021,3,"NL-JA21"
"NL","NLD","50+","50PLUS","50PLUS","EPP",2017,4,"NL-P50PLUS"
"NL","NLD","PVV","Party for Freedom","Partij voor de Vrijheid","ID",2017,20,"NL-PVV"
"NL","NLD","PvdA","Labour Party","Partij van de Arbeid","S&D",2012,38,"NL-PvdA"
"NL","NLD","PvdD","Party for the Animals","Partij voor de Dieren","GUE/NGL",2021,6,"NL-PvdD"
"NL","NLD","SGP","Reformed Political Party","Staatkundig Gereformeerde Partij","ECR",2021,3,"NL-SGP"
"NL","NLD","SP","Socialist Party","Socialistische Partij","GUE/NGL",2012,15,"NL-SP"
"NL","NLD","VVD","People's Party for Freedom and Democracy","Volkspartij voor Vrijheid en Democratie","RE",2012,41,"NL-VVD"
"NL","NLD","Volt","Volt","Volt Nederland","Greens/EFA",2021,3,"NL-Volt"
"GR","GRC","ANT","Front of the Greek Anticapitalist Left","Αντικαπιταλιστική Αριστερή Συνεργασία για την Ανατροπή","New/Unaffiliated",2019,,"GR-ANT"
"GR","GRC","EK","Union of Centrists","Enosi Kentroon","RE",2019,1.27,"GR-EK"
"GR","GRC","EL","Greek Solution","Ellinikí Lýsi","ECR",2019,3.74,"GR-EL"
"GR","GRC","EP","Greeks for the Fatherland","Έλληνες για την Πατρίδα","New/Unaffiliated",2019,,"GR-EP"
"GR","GRC","PASOK-KINAL","Movement for Change","Kinima Allagis","S&D",2019,7.91,"GR-KA"
"GR","GRC","KKE","Communist Party of Greece","Kommounistikó Kómma Elládas","NI",2015,5.6000000000000005,"GR-KKE"
"GR","GRC","LAE","Popular Unity","Laïkí Enótita","GUE/NGL",2019,0.27999999999999997,"GR-LAE"
"GR","GRC","MeRA25","European Realistic Disobedience Front","Μέτωπο Ευρωπαϊκής Ρεαλιστικής Ανυπακοής","New/Unaffiliated",2019,3.49,"GR-MeRA25"
"GR","GRC","ND","New Democracy","Nea Dimokratia","EPP",2019,39.73,"GR-ND"
"GR","GRC","PE","Course of Freedom","Plefsi Eleftherias","New/Unaffiliated",2019,1.48,"GR-PE"
"GR","GRC","Syriza","Coalition of the Radical Left","Synaspismós Rizospastikís Aristerás","GUE/NGL",2015,36.34,"GR-SYRIZA"
"RO","ROU","ALDE","Alliance of Liberals and Democrats","Alianța Liberalilor și Democraților","NA",2020,,"RO-ALDERO"
"RO","ROU","AUR","Alliance for the Unity of Romanians","Alianța pentru Unirea Românilor","New/Unaffiliated",2020,9.08,"RO-AUR"
"RO","ROU","PER","Romanian Ecologist Party","Partidul Ecologist Român","New/Unaffiliated",2020,1.1199999999999999,"RO-PER"
"RO","ROU","PMP","People's Movement Party","Partidul Mișcarea Populară","EPP",2020,4.82,"RO-PMP"
"RO","ROU","PNL","National Liberal Party","Partidul Național Liberal","EPP",2020,25.19,"RO-PNL"
"RO","ROU","PNȚ-CD","Christian Democratic National Peasants' Party","Partidul Național Țărănesc Creștin Democrat","NA",2020,,"RO-PNTCD"
"RO","ROU","PUSL","Social Liberal Humanist Party (prev. Humanist Power Party)","Partidul Umanist Social Liberal","S&D",2020,,"RO-PPUPUSL"
"RO","ROU","PRO","PRO Romania Social Liberal","PRO România Social Liberal","S&D",2020,4.09,"RO-PRO"
"RO","ROU","PSD","Social Democratic Party","Partidul Social Democrat","S&D",2012,58.63,"RO-PSD"
"RO","ROU","UDMR","Democratic Alliance of Hungarians in Romania","Uniunea Democrată Maghiară din România","EPP",2016,6.2,"RO-UDMR"
"RO","ROU","USR","Save Romania Union","Uniunea Salvați România","RE",2020,,"RO-USR"
"BE","BEL","LE","Les Engagés (prev. Humanist Democratic Centre)","Les Engagés","EPP",2014,9,"BE-cdhLE"
"BE","BEL","CD&V","Christian Democratic and Flemish","Christen-Democratisch en Vlaams","EPP",2014,18,"BE-cdv"
"BE","BEL","DéFI","Democratic Federalist Independent","Démocrate Fédéraliste Indépendant","New/Unaffiliated",2019,2,"BE-defi"
"BE","BEL","Ecolo","Ecolo","Écologistes confédérés pour l’organisation de luttes originales","Greens/EFA",2019,13,"BE-ecolo"
"BE","BEL","Groen","Green","Groen","Greens/EFA",2019,8,"BE-groen"
"BE","BEL","MR","Reformist Movement","Mouvement Réformateur","RE",2014,20,"BE-mr"
"BE","BEL","N-VA","New Flemish Alliance","Nieuw-Vlaamse Alliantie","ECR",2014,33,"BE-nva"
"BE","BEL","Open Vld","Open Flemish Liberals and Democrats","Open Vlaamse Liberalen en Democraten","RE",2014,14,"BE-openvld"
"BE","BEL","PS","Socialist Party","Parti Socialiste","S&D",2014,23,"BE-ps"
"BE","BEL","PTB","NA","Parti du travail de Belgique","GUE/NGL",,,"BE-ptb"
"BE","BEL","PVDA/PTB","Workers' Party","Partij van de Arbeid van België","GUE/NGL",2019,12,"BE-pvdaptb"
"BE","BEL","vooruit","Forward (formerly sp.a)","Vooruit","S&D",2014,13,"BE-spa"
"BE","BEL","Vlaams Belang","Flemish Interest","Vlaams Belang","ID",2019,18,"BE-vlaamsbelang"
"BG","BGR","BL","Bulgarian Summer/GPBL","Българско лято/ГПБЛ","NA",2022,,"BG-BL"
"BG","BGR","BSP","Coalition for Bulgaria","Коалиция за България","S&D",2017,27.189999999999998,"BG-BSP"
"BG","BGR","BV","Bulgarian Rise","Balgarski vazhod","New/Unaffiliated",2022,4.47,"BG-BV"
"BG","BGR","DB","Democratic Bulgaria","Demokratichna Bulgaria","EPP",2022,7.19,"BG-DB"
"BG","BGR","DPS","DPS - Movement for Rights and Freedoms","Движение за права и свободи","RE",2014,14.84,"BG-DPS"
"BG","BGR","GERB","GERB - Citizens for European Development of Bulgaria","ГЕРБ, Граждани за европейско развитие на България","EPP",2014,32.67,"BG-GERB"
"BG","BGR","IMRO","IMRO – Bulgarian National Movement","ВМРО – Българско национално движение","ECR",2022,0.7799999999999999,"BG-IMRO"
"BG","BGR","PP","We Continue the Change","Продължаваме промяната","New/Unaffiliated",2022,19.52,"BG-PP"
"BG","BGR","ITN","There Are Such People","Има такъв народ","New/Unaffiliated",2022,3.6999999999999997,"BG-PST"
"BG","BGR","Revival","Revival","Възраждане","New/Unaffiliated",2022,9.83,"BG-Rev"
"BG","BGR","IBG-NI","Stand Up.BG! We are coming!","Изправи се.БГ! Ние идваме!","New/Unaffiliated",2022,0.97,"BG-StandUp"
"IE","IRL","A","Unity","Aontú","New/Unaffiliated",2020,1.9,"IE-A"
"IE","IRL","FF","Fianna Fáil-The Republican Party","Fianna Fáil","RE",2016,24.3,"IE-FF"
"IE","IRL","FG","Family of the Irish","Fine Gael","EPP",2011,36.1,"IE-FG"
"IE","IRL","GP","Green Party","Comhaontas Glas","Greens/EFA",2020,7.1,"IE-GP"
"IE","IRL","Ind.+others","Independents and others","Independents and others","New/Unaffiliated",2011,14.2,"IE-IE_ind"
"IE","IRL","Labour","Labour Party","Páirtí an Lucht Oibre","S&D",2011,19.400000000000002,"IE-Lab"
"IE","IRL","SD","Social Democrats","Daonlathaigh Shóisialta","New/Unaffiliated",2020,2.9000000000000004,"IE-SD"
"IE","IRL","SF","We Ourselves","Sinn Féin","GUE/NGL",2020,24.529999999999998,"IE-SF"
"IE","IRL","S-PBP","Solidarity-PBP","Dlúthphartíocht-Pobal Roimh Bhrabús","GUE/NGL",2016,3.9,"IE-SPBP"
"PT","PRT","BE","Left Bloc","Bloco de Esquerda","GUE/NGL",2015,10.2,"PT-BE"
"PT","PRT","CDS-PP","CDS-People's Party","Centro Democrático e Social-Partido Popular","EPP",2022,1.6400000000000001,"PT-CDSPP"
"PT","PRT","PCP-PEV","Unitary Democratic Coalition","CDU – Coligação Democrática Unitária (PCP-PEV)","GUE/NGL",2015,8.3,"PT-CDU"
"PT","PRT","CH","Enough","Chega","ID",2022,7.28,"PT-CH"
"PT","PRT","IL","Liberal Initiative","Iniciativa Liberal","RE",2022,4.88,"PT-IL"
"PT","PRT","L","FREE","LIVRE","Greens/EFA",2022,1.29,"PT-LIVRE"
"PT","PRT","PAN","People-Animals-Nature","Pessoas-Animais-Natureza","Greens/EFA",2022,1.6400000000000001,"PT-PAN"
"PT","PRT","PSD","Social Democratic Party","Partido Social Democrata","EPP",2022,27.83,"PT-PPDPSD"
"PT","PRT","PS","Socialist Party","Partido Socialista","S&D",2022,41.5,"PT-PS"
"HR","HRV","Fokus","Focus on Important","Fokus na bitno","New/Unaffiliated",2020,,"HR-Fokus"
"HR","HRV","HDZ","Croatian Democratic Union","Hrvatska demokratska zajednica","EPP",2020,37.26,"HR-HDZ"
"HR","HRV","HNS-LD","Croatian People's Party-Liberal Democrats","Hrvatska narodna stranka-Liberalni demokrati","RE",2020,1.3,"HR-HNS"
